term;tag;value
доложить;NEUT;0.2797202797202727
четырёхпалый;NEUT;0.2797202797202727
эмаль;NEUT;0.2797202797202727
по-малайски;NEUT;0.2797202797202727
пригвоздить;NEUT;0.2797202797202727
всепожирающий;NEUT;0.2797202797202727
непреднамеренный;NEUT;0.2797202797202727
обжать;NEUT;0.2797202797202727
перепроверить;NEUT;0.2797202797202727
пихтовый;NEUT;0.2797202797202727
толочь;NEUT;0.2797202797202727
множительный;NEUT;0.2797202797202727
многоголовый;NEUT;0.2797202797202727
всенародно;NEUT;0.2797202797202727
перекидывание;NEUT;0.2797202797202727
унос;NEUT;0.2797202797202727
приткнуть;NEUT;0.2797202797202727
координационный совет;NEUT;0.2797202797202727
клюка;NEUT;0.2797202797202727
переоценивать;NEUT;0.2797202797202727
пристёгиваться;NEUT;0.2797202797202727
карточный;NEUT;0.2797202797202727
гражданская служба;NEUT;0.2797202797202727
напарничек;NEUT;0.2797202797202727
бумажный тигр;NEUT;0.2797202797202727
московское направление;NEUT;0.2797202797202727
колонки;NEUT;0.2797202797202727
клонить;NEUT;0.2797202797202727
обкатать;NEUT;0.2797202797202727
ракетный;NEUT;0.2797202797202727
революционизировать;NEUT;0.2797202797202727
перевоспитание;NEUT;0.2797202797202727
проинформировать;NEUT;0.2797202797202727
памятование;NEUT;0.2797202797202727
абсолютная монархия;NEUT;0.2797202797202727
намеренно;NEUT;0.2797202797202727
палеографический;NEUT;0.2797202797202727
тувинский;NEUT;0.2797202797202727
математичка;NEUT;0.2797202797202727
расцвечивать;NEUT;0.2797202797202727
свиток;NEUT;0.2797202797202727
тюлений;NEUT;0.2797202797202727
пресечься;NEUT;0.2797202797202727
дикторский;NEUT;0.2797202797202727
жаберный;NEUT;0.2797202797202727
повыдёргивать;NEUT;0.2797202797202727
перетереть;NEUT;0.2797202797202727
суффикс;NEUT;0.2797202797202727
экстрагирование;NEUT;0.2797202797202727
княжеский съезд;NEUT;0.2797202797202727
мусульманство;NEUT;0.2797202797202727
шикануть;NEUT;0.2797202797202727
гурманство;NEUT;0.2797202797202727
пассионарность;NEUT;0.2797202797202727
телефонная станция;NEUT;0.2797202797202727
военная;NEUT;0.2797202797202727
натолкнуть;NEUT;0.2797202797202727
радиотелефонный;NEUT;0.2797202797202727
важничать;NEUT;0.2797202797202727
провиденциализм;NEUT;0.2797202797202727
разносить;NEUT;0.2797202797202727
московский;NEUT;0.2797202797202727
собравшаяся публика;NEUT;0.2797202797202727
самодержица;NEUT;0.2797202797202727
крестьянский сын;NEUT;0.2797202797202727
пахотный;NEUT;0.2797202797202727
регги;NEUT;0.2797202797202727
лёгкий авианосец;NEUT;0.2797202797202727
трудоёмкость;NEUT;0.2797202797202727
понемножечку;NEUT;0.2797202797202727
запихать;NEUT;0.2797202797202727
протокольный;NEUT;0.2797202797202727
иглы;NEUT;0.2797202797202727
агентура;NEUT;0.2797202797202727
пальцевой;NEUT;0.2797202797202727
ушу;NEUT;0.2797202797202727
гражданка;NEUT;0.2766798418972363
сентиментальный;NEUT;0.2766798418972363
миньон;NEUT;0.2766798418972363
нажать;NEUT;0.2766798418972363
тестирование;NEUT;0.2766798418972363
неуничтожимость;NEUT;0.2766798418972363
передаточный;NEUT;0.2766798418972363
пребывать;NEUT;0.2766798418972363
щёлкать;NEUT;0.2766798418972363
лодка;NEUT;0.2766798418972363
бюджет;NEUT;0.2766798418972363
вмиг;NEUT;0.2766798418972363
кочевник;NEUT;0.2766798418972363
Африка;NEUT;0.2766798418972363
владеть;NEUT;0.2766798418972363
настойчивость;NEUT;0.2766798418972363
щека;NEUT;0.2766798418972363
перекидываться;NEUT;0.2766798418972363
бесконечность;NEUT;0.2766798418972363
избирать;NEUT;0.2766798418972363
рассказывание;NEUT;0.2766798418972363
символ;NEUT;0.2766798418972363
завязывание;NEUT;0.2766798418972363
модулятор;NEUT;0.2766798418972363
перронный;NEUT;0.2766798418972363
прилететь;NEUT;0.2766798418972363
размягчение;NEUT;0.2766798418972363
политика;NEUT;0.2766798418972363
служебный автомобиль;NEUT;0.2766798418972363
тетрадь;NEUT;0.2766798418972363
оплатить;NEUT;0.2766798418972363
каждому своё;NEUT;0.2766798418972363
субъективный;NEUT;0.2754820936639091
праздный;NEUT;0.2744425385934909
астрал;NEUT;0.2744425385934909
легок на помине;NEUT;0.27187765505521816
легкие деньги;NEUT;0.2713704206241454
алюминий;NEUT;0.2702702702702727
скидываться на что-либо;NEUT;0.2702702702702727
самогипноз;NEUT;0.2693602693602727
плоть;NEUT;0.2693602693602727
звеняще;NEUT;0.2693602693602727
уравнять;NEUT;0.2693602693602727
упразднение;NEUT;0.2693602693602727
раскадровка;NEUT;0.2693602693602727
шутовской;NEUT;0.2693602693602727
молекулярный;NEUT;0.2693602693602727
подлодка;NEUT;0.2693602693602727
гравийный;NEUT;0.2693602693602727
предельно;NEUT;0.2693602693602727
корабельная артиллерия;NEUT;0.2693602693602727
прошлый;NEUT;0.2693602693602727
неожиданный;NEUT;0.2693602693602727
отблеск;NEUT;0.2693602693602727
прорубить;NEUT;0.2693602693602727
вересковый;NEUT;0.2693602693602727
пробасить;NEUT;0.2693602693602727
электролитический;NEUT;0.2693602693602727
преклониться;NEUT;0.2693602693602727
станкостроение;NEUT;0.2693602693602727
галстук-бабочка;NEUT;0.2693602693602727
возложение;NEUT;0.2693602693602727
ретушировать;NEUT;0.2693602693602727
параллельный;NEUT;0.2693602693602727
рефлектировать;NEUT;0.2693602693602727
интернационалист;NEUT;0.2693602693602727
узловой;NEUT;0.2693602693602727
частнопредпринимательский;NEUT;0.2693602693602727
винтообразно;NEUT;0.2693602693602727
кроватный;NEUT;0.2693602693602727
обезоруживание;NEUT;0.2693602693602727
выталкивание;NEUT;0.2693602693602727
торпедный;NEUT;0.2693602693602727
эклектик;NEUT;0.2693602693602727
киборг;NEUT;0.2693602693602727
петербуржец;NEUT;0.2693602693602727
уговор;NEUT;0.2693602693602727
многоликий;NEUT;0.2693602693602727
новейшая история;NEUT;0.2693602693602727
четверичный;NEUT;0.2693602693602727
обсыхать;NEUT;0.2693602693602727
незатейливо;NEUT;0.2693602693602727
прощаться;NEUT;0.2693602693602727
западная философия;NEUT;0.2693602693602727
расчёт;NEUT;0.2693602693602727
чугуноплавильный;NEUT;0.2693602693602727
секретный ключ;NEUT;0.2693602693602727
будильник;NEUT;0.2693602693602727
прятать;NEUT;0.2693602693602727
электронный ключ;NEUT;0.2693602693602727
дознаться;NEUT;0.2693602693602727
подбородный;NEUT;0.2693602693602727
пальчик;NEUT;0.2693602693602727
кольчуга;NEUT;0.2693602693602727
содеять;NEUT;0.2693602693602727
жареный;NEUT;0.2693602693602727
по-абазински;NEUT;0.2693602693602727
венгерец;NEUT;0.2693602693602727
референдум;NEUT;0.2693602693602727
строчка;NEUT;0.2693602693602727
ножницы;NEUT;0.2693602693602727
затолкнуть;NEUT;0.2693602693602727
жнейка;NEUT;0.2693602693602727
разливание;NEUT;0.2693602693602727
водяное колесо;NEUT;0.2693602693602727
без проволочек;NEUT;0.2693602693602727
магический круг;NEUT;0.2693602693602727
националистический;NEUT;0.2693602693602727
ягодицы;NEUT;0.2693602693602727
компасный;NEUT;0.2693602693602727
материалист;NEUT;0.2693602693602727
свистеть;NEUT;0.2693602693602727
массивный;NEUT;0.2693602693602727
брутто;NEUT;0.2693602693602727
государственная политика;NEUT;0.2693602693602727
отряхивать;NEUT;0.2693602693602727
незадолго;NEUT;0.2693602693602727
нюанс;NEUT;0.2693602693602727
конспиратор;NEUT;0.2693602693602727
квартирантка;NEUT;0.2693602693602727
учебный год;NEUT;0.2693602693602727
властительница;NEUT;0.2693602693602727
фасонный;NEUT;0.2693602693602727
эфиопский;NEUT;0.2693602693602727
пигментный;NEUT;0.2693602693602727
подряд;NEUT;0.2693602693602727
горлышко;NEUT;0.2693602693602727
войсковой круг;NEUT;0.2693602693602727
искательство;NEUT;0.2693602693602727
поимённо;NEUT;0.2693602693602727
отбивной;NEUT;0.2693602693602727
эллинист;NEUT;0.2693602693602727
керосин;NEUT;0.2693602693602727
околоушный;NEUT;0.2693602693602727
люминесцентный;NEUT;0.2693602693602727
отметка;NEUT;0.2693602693602727
дней;NEUT;0.2693602693602727
рысистый;NEUT;0.2693602693602727
валетом;NEUT;0.2693602693602727
французский язык;NEUT;0.2693602693602727
подводный мир;NEUT;0.2693602693602727
маска;NEUT;0.2693602693602727
герметически;NEUT;0.2693602693602727
лифчик;NEUT;0.2693602693602727
сложно поверить;NEUT;0.2693602693602727
ролёвка;NEUT;0.2693602693602727
навсегда;NEUT;0.2693602693602727
сплавлять;NEUT;0.2693602693602727
новая мечеть;NEUT;0.2693602693602727
обговаривать;NEUT;0.2693602693602727
грануляционный;NEUT;0.2693602693602727
сернистый;NEUT;0.2693602693602727
снование;NEUT;0.2693602693602727
юнкерское училище;NEUT;0.2693602693602727
интродукция;NEUT;0.2693602693602727
дифференцированно;NEUT;0.2693602693602727
визитка;NEUT;0.2693602693602727
физическая модель;NEUT;0.2693602693602727
дьяконский;NEUT;0.2693602693602727
верхушечный;NEUT;0.2693602693602727
ну и ну!;NEUT;0.2693602693602727
перекрутиться;NEUT;0.2693602693602727
галантерейный;NEUT;0.2693602693602727
сзади;NEUT;0.2693602693602727
фланировать;NEUT;0.2693602693602727
отдельность;NEUT;0.2693602693602727
микромир;NEUT;0.2693602693602727
гидроакустический;NEUT;0.2693602693602727
удельный;NEUT;0.2693602693602727
навозить;NEUT;0.2693602693602727
угождать;NEUT;0.2693602693602727
сопряжение;NEUT;0.2693602693602727
турецкая армия;NEUT;0.2693602693602727
повязка;NEUT;0.2693602693602727
плафон;NEUT;0.2693602693602727
скоросшиватель;NEUT;0.2693602693602727
акрил;NEUT;0.2693602693602727
охотник;NEUT;0.2693602693602727
матросский;NEUT;0.2693602693602727
длинная дорога;NEUT;0.2693602693602727
сухой;NEUT;0.2693602693602727
походить;NEUT;0.2693602693602727
военная экономика;NEUT;0.2693602693602727
пробраться;NEUT;0.2693602693602727
низенький;NEUT;0.2693602693602727
вешать;NEUT;0.2693602693602727
процедура;NEUT;0.2693602693602727
несоизмеримо;NEUT;0.2693602693602727
девчачий;NEUT;0.2693602693602727
магистратура;NEUT;0.2693602693602727
дублировать;NEUT;0.2693602693602727
по-простонародному;NEUT;0.2693602693602727
разгораться;NEUT;0.2693602693602727
контрманёвр;NEUT;0.2693602693602727
повариться;NEUT;0.2693602693602727
никакого лишнего;NEUT;0.2693602693602727
госхоз;NEUT;0.2693602693602727
передел;NEUT;0.2693602693602727
монтаж;NEUT;0.2693602693602727
старчество;NEUT;0.2693602693602727
рукописание;NEUT;0.2693602693602727
обложить;NEUT;0.2693602693602727
свинопас;NEUT;0.2693602693602727
заключать;NEUT;0.2644628099173636
норовистый;NEUT;0.2644628099173636
взыскательность;NEUT;0.2644628099173636
урезонить;NEUT;0.2644628099173636
централизм;NEUT;0.2644628099173636
сугубый;NEUT;0.2597402597402545
вымолить;NEUT;0.2597402597402545
стопа;NEUT;0.2597402597402545
рыжие;NEUT;0.2597402597402545
скорострельный;NEUT;0.2597402597402545
редиска;NEUT;0.2597402597402545
молчун;NEUT;0.2597402597402545
закавказский;NEUT;0.2597402597402545
контрразведка;NEUT;0.2597402597402545
большая дорога;NEUT;0.2597402597402545
спросонья;NEUT;0.2597402597402545
электромагнитный;NEUT;0.2597402597402545
квартальный;NEUT;0.2597402597402545
стесняться;NEUT;0.2597402597402545
голубки;NEUT;0.2597402597402545
формообразование;NEUT;0.2597402597402545
переглаживать;NEUT;0.2597402597402545
Ксения;NEUT;0.2597402597402545
хроник;NEUT;0.2597402597402545
индустриализм;NEUT;0.2597402597402545
пропахивать;NEUT;0.2597402597402545
забаррикадировать;NEUT;0.2597402597402545
приток;NEUT;0.2597402597402545
процарствовать;NEUT;0.2597402597402545
приукрасить;NEUT;0.2597402597402545
штора;NEUT;0.2597402597402545
подселиться;NEUT;0.2597402597402545
непритворно;NEUT;0.2597402597402545
подмазать;NEUT;0.2597402597402545
полувопросительный;NEUT;0.2597402597402545
русификация;NEUT;0.2597402597402545
забушевать;NEUT;0.2597402597402545
елейный;NEUT;0.2597402597402545
чёрный кот;NEUT;0.2597402597402545
близняшка;NEUT;0.2597402597402545
соло;NEUT;0.2597402597402545
московский патриарх;NEUT;0.2597402597402545
обтекаемо;NEUT;0.2597402597402545
этнопсихология;NEUT;0.2597402597402545
кресло;NEUT;0.2597402597402545
повстречать;NEUT;0.2597402597402545
бывальщина;NEUT;0.2597402597402545
милицейский пост;NEUT;0.2597402597402545
мировой;NEUT;0.2597402597402545
драматично;NEUT;0.2597402597402545
лимит;NEUT;0.2597402597402545
гранит;NEUT;0.2597402597402545
наносекунда;NEUT;0.2597402597402545
умчать;NEUT;0.2597402597402545
покрутиться;NEUT;0.2597402597402545
зеленоватый;NEUT;0.2597402597402545
олдермен;NEUT;0.2597402597402545
закинуть;NEUT;0.2597402597402545
корреспондировать;NEUT;0.2597402597402545
дальше декларации;NEUT;0.2597402597402545
задумчиво;NEUT;0.2597402597402545
выщипать;NEUT;0.2597402597402545
записной;NEUT;0.2597402597402545
программа;NEUT;0.2597402597402545
ручки;NEUT;0.2597402597402545
губная помада;NEUT;0.2597402597402545
питьевой;NEUT;0.2597402597402545
новый курс;NEUT;0.2597402597402545
субмарина;NEUT;0.2597402597402545
событийность;NEUT;0.2597402597402545
воронкообразный;NEUT;0.2597402597402545
конститутивный;NEUT;0.2597402597402545
прошивка;NEUT;0.2597402597402545
счетовод;NEUT;0.2597402597402545
уставлять;NEUT;0.2597402597402545
фактология;NEUT;0.2597402597402545
выцеживать;NEUT;0.2597402597402545
урчать;NEUT;0.2597402597402545
винтообразный;NEUT;0.2597402597402545
государственная власть;NEUT;0.2597402597402545
латинский шрифт;NEUT;0.2597402597402545
с их помощью;NEUT;0.2597402597402545
коровы;NEUT;0.2597402597402545
собственность;NEUT;0.2597402597402545
неоплатный;NEUT;0.2597402597402545
аварийная защита;NEUT;0.2597402597402545
береговая линия;NEUT;0.2597402597402545
частотность;NEUT;0.2597402597402545
зазвонить;NEUT;0.2597402597402545
пролетаризировать;NEUT;0.2597402597402545
дергануть;NEUT;0.2597402597402545
моргание;NEUT;0.2597402597402545
мотать;NEUT;0.2597402597402545
объезжать;NEUT;0.2597402597402545
Фейсбук;NEUT;0.2597402597402545
божья тварь;NEUT;0.2597402597402545
суммирование;NEUT;0.2597402597402545
валютный;NEUT;0.2597402597402545
техпроцесс;NEUT;0.2597402597402545
громкие слова;NEUT;0.2597402597402545
равноценность;NEUT;0.2597402597402545
воздвижение;NEUT;0.2597402597402545
сексуальное образование;NEUT;0.2597402597402545
татуировка;NEUT;0.2597402597402545
наколдовать;NEUT;0.2597402597402545
лепёшка;NEUT;0.2597402597402545
переваливаться;NEUT;0.2597402597402545
биолог;NEUT;0.2597402597402545
изменяться;NEUT;0.2597402597402545
ягодичный;NEUT;0.2597402597402545
лабораторное оборудование;NEUT;0.2597402597402545
прижечь;NEUT;0.2597402597402545
высчитывать;NEUT;0.2597402597402545
кликать;NEUT;0.2597402597402545
двояковыпуклый;NEUT;0.2597402597402545
опцион;NEUT;0.2597402597402545
панцирный;NEUT;0.2597402597402545
поместить;NEUT;0.2597402597402545
амбарный;NEUT;0.2597402597402545
немцы;NEUT;0.2597402597402545
шестнадцатилетие;NEUT;0.2597402597402545
ракетное топливо;NEUT;0.2597402597402545
содержание;NEUT;0.2597402597402545
китайчонок;NEUT;0.2597402597402545
ваще;NEUT;0.2597402597402545
затрапезный;NEUT;0.2597402597402545
национальный;NEUT;0.2597402597402545
описаться;NEUT;0.2597402597402545
данный;NEUT;0.2597402597402545
вымуштровать;NEUT;0.2597402597402545
церковная утварь;NEUT;0.2597402597402545
разглядывать;NEUT;0.2597402597402545
неслыханно;NEUT;0.2597402597402545
белоэмигрант;NEUT;0.2597402597402545
округлённый;NEUT;0.2597402597402545
раз;NEUT;0.2597402597402545
казать;NEUT;0.2597402597402545
амбициозно;NEUT;0.2597402597402545
субъективизм;NEUT;0.2597402597402545
двойной удар;NEUT;0.2597402597402545
орфографически;NEUT;0.2597402597402545
восполнение;NEUT;0.2597402597402545
прагматичность;NEUT;0.2597402597402545
гиря;NEUT;0.2597402597402545
двусторонний;NEUT;0.2597402597402545
кокетничать;NEUT;0.2597402597402545
транслировать;NEUT;0.2597402597402545
различный;NEUT;0.2597402597402545
служебный роман;NEUT;0.2597402597402545
умиротворённый;NEUT;0.2597402597402545
переориентация;NEUT;0.2597402597402545
поровну;NEUT;0.2597402597402545
настаиваться;NEUT;0.2597402597402545
вотум;NEUT;0.2597402597402545
стёганый;NEUT;0.2597402597402545
данные;NEUT;0.2597402597402545
лампадный;NEUT;0.2597402597402545
причисление;NEUT;0.2597402597402545
допить;NEUT;0.2597402597402545
дорогой;NEUT;0.2597402597402545
кинетика;NEUT;0.2597402597402545
по-лезгински;NEUT;0.2597402597402545
голосовая щель;NEUT;0.2597402597402545
азарт;NEUT;0.2597402597402545
походатайствовать;NEUT;0.2597402597402545
пророчествовать;NEUT;0.2597402597402545
забаррикадироваться;NEUT;0.2597402597402545
распространение;NEUT;0.2597402597402545
транскрибировать;NEUT;0.2597402597402545
спервоначалу;NEUT;0.2597402597402545
краснощёкий;NEUT;0.2597402597402545
коловращение;NEUT;0.2597402597402545
реагенты;NEUT;0.2597402597402545
рассудочный;NEUT;0.2597402597402545
осязаемый;NEUT;0.2597402597402545
жменя;NEUT;0.2597402597402545
пожилой;NEUT;0.2597402597402545
вспениваться;NEUT;0.2597402597402545
обыкновенный человек;NEUT;0.2597402597402545
когда-то;NEUT;0.2597402597402545
разбрасывать;NEUT;0.2597402597402545
звёздный каталог;NEUT;0.2597402597402545
сосуд;NEUT;0.2597402597402545
пристрастно;NEUT;0.2597402597402545
упорядочение;NEUT;0.2597402597402545
короткая позиция;NEUT;0.2597402597402545
нолик;NEUT;0.2597402597402545
хоромный;NEUT;0.2597402597402545
диспансеризация;NEUT;0.2597402597402545
влага;NEUT;0.2597402597402545
прикрикивать;NEUT;0.2597402597402545
авиалиния;NEUT;0.2597402597402545
метаболический;NEUT;0.2597402597402545
латвийский;NEUT;0.2597402597402545
консервативность;NEUT;0.2597402597402545
пылкий;NEUT;0.2597402597402545
многоэтажка;NEUT;0.2597402597402545
штемпельный;NEUT;0.2597402597402545
изделие;NEUT;0.2597402597402545
австрийская школа;NEUT;0.2597402597402545
сентябрьское утро;NEUT;0.2597402597402545
тихоход;NEUT;0.2597402597402545
надувная лодка;NEUT;0.2597402597402545
лимонная кислота;NEUT;0.2597402597402545
зарево;NEUT;0.2597402597402545
двухкамерный;NEUT;0.2597402597402545
рефлексивный;NEUT;0.2597402597402545
эмблематика;NEUT;0.2597402597402545
последняя исповедь;NEUT;0.2597402597402545
жареное;NEUT;0.2597402597402545
калибровать;NEUT;0.2597402597402545
переводная литература;NEUT;0.2597402597402545
наукообразие;NEUT;0.2597402597402545
чешуйчато;NEUT;0.2597402597402545
испытательный стенд;NEUT;0.2597402597402545
парагвайский;NEUT;0.2597402597402545
сокращать персонал;NEUT;0.2597402597402545
транспортная авиация;NEUT;0.2597402597402545
означаться;NEUT;0.2597402597402545
кафельный;NEUT;0.2597402597402545
проживающий;NEUT;0.2597402597402545
предположительно;NEUT;0.2597402597402545
доказательство;NEUT;0.2597402597402545
значиться;NEUT;0.2597402597402545
фосфорически;NEUT;0.2597402597402545
трудоголизм;NEUT;0.2597402597402545
стык;NEUT;0.2597402597402545
вольномыслие;NEUT;0.2597402597402545
прикуривать;NEUT;0.2597402597402545
упругость;NEUT;0.2597402597402545
пятитысячный;NEUT;0.2597402597402545
залпом;NEUT;0.2597402597402545
греческий салат;NEUT;0.2597402597402545
соотносительность;NEUT;0.2597402597402545
радиолокационная станция;NEUT;0.2597402597402545
просвечивание;NEUT;0.2597402597402545
авантюристический;NEUT;0.2597402597402545
краеведческий;NEUT;0.2597402597402545
рапорт;NEUT;0.2597402597402545
вертикальный;NEUT;0.2597402597402545
перекоптить;NEUT;0.2597402597402545
венценосный;NEUT;0.2597402597402545
замульчировать;NEUT;0.2597402597402545
танкостроение;NEUT;0.2597402597402545
общий рынок;NEUT;0.2597402597402545
разрубить;NEUT;0.2597402597402545
светимость;NEUT;0.2597402597402545
поползать;NEUT;0.2597402597402545
сербохорватский;NEUT;0.2597402597402545
скачок;NEUT;0.2597402597402545
профессиональный жаргон;NEUT;0.2597402597402545
примкнуть;NEUT;0.2597402597402545
огородный;NEUT;0.2597402597402545
пробирать;NEUT;0.2597402597402545
продавать;NEUT;0.2597402597402545
пена;NEUT;0.2597402597402545
логопедический;NEUT;0.2597402597402545
железная леди;NEUT;0.2597402597402545
хихиканье;NEUT;0.2597402597402545
разделиться;NEUT;0.2597402597402545
недолго;NEUT;0.2597402597402545
сбирать;NEUT;0.2597402597402545
орготдел;NEUT;0.2597402597402545
поземельный;NEUT;0.2597402597402545
не спеша;NEUT;0.2597402597402545
покрупнеть;NEUT;0.2597402597402545
сидение;NEUT;0.2597402597402545
д;NEUT;0.2597402597402545
закуп;NEUT;0.2597402597402545
полушёпотом;NEUT;0.2597402597402545
телец;NEUT;0.2597402597402545
куриная;NEUT;0.2597402597402545
перешучиваться;NEUT;0.2597402597402545
предисловие;NEUT;0.2597402597402545
периферический;NEUT;0.2597402597402545
ящичек;NEUT;0.2597402597402545
факультативный;NEUT;0.2597402597402545
любопытство;NEUT;0.2597402597402545
галактический;NEUT;0.2597402597402545
колер;NEUT;0.2597402597402545
счёты;NEUT;0.2597402597402545
шкаф;NEUT;0.2597402597402545
бизнесвумен;NEUT;0.2597402597402545
шибко;NEUT;0.2597402597402545
вставание;NEUT;0.2597402597402545
фасовать;NEUT;0.2597402597402545
занятый;NEUT;0.2597402597402545
поездной;NEUT;0.2597402597402545
медвежатник;NEUT;0.2597402597402545
посватать;NEUT;0.2597402597402545
обескуражить;NEUT;0.2597402597402545
конвейерный;NEUT;0.2597402597402545
совершиться;NEUT;0.2597402597402545
наматывать;NEUT;0.2597402597402545
жилищный;NEUT;0.2597402597402545
накушаться;NEUT;0.2597402597402545
шифоновый;NEUT;0.2597402597402545
взирание;NEUT;0.2597402597402545
представьте;NEUT;0.2597402597402545
рейдовый;NEUT;0.2597402597402545
ню;NEUT;0.2597402597402545
вывозной;NEUT;0.2597402597402545
отлить;NEUT;0.2597402597402545
протяжно;NEUT;0.2597402597402545
цифры;NEUT;0.2597402597402545
приходить;NEUT;0.2597402597402545
драконов;NEUT;0.2597402597402545
лимитировать;NEUT;0.2597402597402545
просящий;NEUT;0.2597402597402545
обозреть;NEUT;0.2597402597402545
возникать;NEUT;0.2597402597402545
дупло;NEUT;0.2597402597402545
купейный;NEUT;0.2597402597402545
приправить;NEUT;0.2597402597402545
судоремонтный;NEUT;0.2597402597402545
ранцевый;NEUT;0.2597402597402545
законник;NEUT;0.2597402597402545
посверкивать;NEUT;0.2597402597402545
резиновые;NEUT;0.2597402597402545
загородный;NEUT;0.2597402597402545
шансон;NEUT;0.2597402597402545
трамвайная остановка;NEUT;0.2597402597402545
выдернуться;NEUT;0.2597402597402545
выявляться;NEUT;0.2597402597402545
распаковываться;NEUT;0.2597402597402545
радиовещание;NEUT;0.2597402597402545
подыскать;NEUT;0.2597402597402545
икроножный;NEUT;0.2597402597402545
политсостав;NEUT;0.2597402597402545
узда;NEUT;0.2597402597402545
широкоэкранный;NEUT;0.2597402597402545
разгуливать;NEUT;0.2597402597402545
испросить;NEUT;0.2597402597402545
универсализация;NEUT;0.2597402597402545
предводительство;NEUT;0.2597402597402545
ленивец;NEUT;0.2597402597402545
тонкость;NEUT;0.2597402597402545
настричь;NEUT;0.2597402597402545
ровный;NEUT;0.2597402597402545
разверзнуться;NEUT;0.2597402597402545
отработать;NEUT;0.2597402597402545
вкатывать;NEUT;0.2597402597402545
утираться;NEUT;0.2597402597402545
автомойка;NEUT;0.2597402597402545
нотариальный;NEUT;0.2597402597402545
ошеломить;NEUT;0.2597402597402545
белая;NEUT;0.2597402597402545
надувной;NEUT;0.2597402597402545
слаломист;NEUT;0.2597402597402545
историческая область;NEUT;0.2597402597402545
штатный;NEUT;0.2597402597402545
пунктуационный;NEUT;0.2597402597402545
дворянство;NEUT;0.2597402597402545
брезжить;NEUT;0.2597402597402545
замешать;NEUT;0.2597402597402545
откашливание;NEUT;0.2597402597402545
хайтек;NEUT;0.2597402597402545
пошептаться;NEUT;0.2597402597402545
сверхдержава;NEUT;0.2597402597402545
лампада;NEUT;0.2597402597402545
предварительно;NEUT;0.2597402597402545
перегонять;NEUT;0.2597402597402545
перескочить;NEUT;0.2597402597402545
отпевание;NEUT;0.2597402597402545
акции;NEUT;0.2597402597402545
бумаги;NEUT;0.2597402597402545
романный;NEUT;0.2597402597402545
разрисовывать;NEUT;0.2597402597402545
клубок;NEUT;0.2597402597402545
бензозаправочный;NEUT;0.2597402597402545
ведение;NEUT;0.2597402597402545
разношёрстый;NEUT;0.2597402597402545
разрыхлять;NEUT;0.2597402597402545
мажорно;NEUT;0.2597402597402545
протяжённый;NEUT;0.2597402597402545
кашеобразно;NEUT;0.2597402597402545
по-своему;NEUT;0.2597402597402545
египетская армия;NEUT;0.2597402597402545
удлинить;NEUT;0.2597402597402545
сеятель;NEUT;0.2597402597402545
сборчатый;NEUT;0.2597402597402545
тибетский буддизм;NEUT;0.2597402597402545
запасть;NEUT;0.2597402597402545
проживание;NEUT;0.2597402597402545
выбрать;NEUT;0.2597402597402545
послабление;NEUT;0.2597402597402545
лейкоцитарный;NEUT;0.2597402597402545
наблюдать;NEUT;0.2597402597402545
суровое испытание;NEUT;0.2597402597402545
отвариться;NEUT;0.2597402597402545
вёдро;NEUT;0.2597402597402545
мучнистая роса;NEUT;0.2597402597402545
циклопический;NEUT;0.2597402597402545
креститель;NEUT;0.2597402597402545
упрочить;NEUT;0.2597402597402545
вырываться;NEUT;0.2597402597402545
юмористический;NEUT;0.2597402597402545
общеполитический;NEUT;0.2597402597402545
кремний;NEUT;0.2597402597402545
переобуваться;NEUT;0.2597402597402545
пятидневка;NEUT;0.2597402597402545
светлоглазый;NEUT;0.2597402597402545
заливистый;NEUT;0.2597402597402545
афористический;NEUT;0.2597402597402545
смородиновый;NEUT;0.2597402597402545
модем;NEUT;0.2597402597402545
замачивание;NEUT;0.2597402597402545
упраздняться;NEUT;0.2597402597402545
ахнуть;NEUT;0.2597402597402545
замешиваться;NEUT;0.2597402597402545
промывочный;NEUT;0.2597402597402545
былинка;NEUT;0.2597402597402545
по-казачьи;NEUT;0.2597402597402545
топотать;NEUT;0.2597402597402545
тепловое движение;NEUT;0.2597402597402545
немножко;NEUT;0.2597402597402545
пошмыгать;NEUT;0.2597402597402545
нравоучение;NEUT;0.2597402597402545
по-бразильски;NEUT;0.2597402597402545
перекупать;NEUT;0.2597402597402545
публикация;NEUT;0.2597402597402545
публичный дом;NEUT;0.2597402597402545
попович;NEUT;0.2597402597402545
морализация;NEUT;0.2597402597402545
перераспределение;NEUT;0.2597402597402545
прежалко;NEUT;0.2597402597402545
осведомлять;NEUT;0.2597402597402545
меховая;NEUT;0.2597402597402545
полинезиец;NEUT;0.2597402597402545
консьерж;NEUT;0.2597402597402545
фишка;NEUT;0.2597402597402545
включить;NEUT;0.2597402597402545
выглянуть;NEUT;0.2597402597402545
гостиничный;NEUT;0.2597402597402545
разнокалиберный;NEUT;0.2597402597402545
пенициллин;NEUT;0.2597402597402545
изощрённый;NEUT;0.2597402597402545
зависящий;NEUT;0.2597402597402545
разыгрывание;NEUT;0.2597402597402545
глобализм;NEUT;0.2597402597402545
привязать;NEUT;0.2597402597402545
сосуды;NEUT;0.2597402597402545
ощупать;NEUT;0.2597402597402545
