slice;term;answer;ratio
CLASS:MOVE;нестись;YES;1.0
CLASS:KIN;несчастливая судьба;NO;1.0
CLASS:KIN;несчастливый брак;NO;1.0
CLASS:KIN;несчастное дитя;NO;1.0
CLASS:WEATHER;нетронутый снег;GOOD_WEATHER;1.0
CLASS:KIN;неудачное замужество;NO;0.9259
CLASS:KIN;неутешное горе;NO;1.0
CLASS:BT/DISHES/FOOD;нехитрая закуска;FOOD;1.0
CLASS:BT/DISHES/FOOD;нехитрая снедь;FOOD;1.0
CLASS:BT/DISHES/FOOD;нехитрый ужин;FOOD;0.9167
CLASS:WEATHER;неясные контуры;BAD_WEATHER;1.0
CLASS:WEATHER;низкие облака;BAD_WEATHER;1.0
CLASS:WEATHER;низкие тучи;BAD_WEATHER;1.0
CLASS:WEATHER;низкое небо;BAD_WEATHER;1.0
CLASS:MOVE;ним;NO;1.0
TEZ:REL_TYPE;нитки/одежда;PART/WHOLE;0.9286
TEZ:REL_TYPE;новелла/жанр;VERTICAL;1.0
TEZ:REL_TYPE;новелла/книга;VERTICAL;0.9091
TEZ:REL_TYPE;новелла/текст;VERTICAL;1.0
TEZ:REL_TYPE;нога/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;ноги/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;нож;DISHES;1.0
CLASS:BT/DISHES/FOOD;ножик;DISHES;1.0
CLASS:WEATHER;ноздреватый снег;BAD_WEATHER;1.0
TEZ:REL_TYPE;номер/комната;SYN;0.6875
TEZ:REL_TYPE;нос/человек;PART/WHOLE;1.0
CLASS:MOVE;носиться;YES;1.0
TEZ:REL_TYPE;носки/одежда;VERTICAL;1.0
TEZ:REL_TYPE;носок/одежда;VERTICAL;0.7778
CLASS:WEATHER;ночи;TIME_OF_DAY;1.0
CLASS:WEATHER;ночная темень;TIME_OF_DAY;1.0
CLASS:MOVE;ночное;NO;1.0
CLASS:WEATHER;ночной ветерок;GOOD_WEATHER;0.9583
CLASS:WEATHER;ночь;TIME_OF_DAY;1.0
CLASS:KIN;нрав;NO;1.0
CLASS:WEATHER;нудный дождь;BAD_WEATHER;1.0
CLASS:MOVE;нырнуть;YES;1.0
CLASS:MOVE;нырять;YES;1.0
CLASS:KIN;нянька;NO;1.0
CLASS:KIN;няня;NO;1.0
CLASS:MOVE;об;NO;1.0
CLASS:MOVE;обгонять;YES;1.0
CLASS:MOVE;обегать;YES;1.0
TEZ:REL_TYPE;обед/еда;VERTICAL;1.0
CLASS:MOVE;обежать;YES;1.0
CLASS:BT/DISHES/FOOD;обезжиренное молоко;FOOD;1.0
CLASS:MOVE;обернуться;YES;0.95
CLASS:KIN;обет;NO;1.0
CLASS:BT/DISHES/FOOD;обжигающий напиток;FOOD;1.0
CLASS:WEATHER;обжигающий холод;BAD_WEATHER;1.0
TEZ:REL_TYPE;обида/чувство;VERTICAL;0.9091
TEZ:REL_TYPE;обида/эмоция;VERTICAL;1.0
CLASS:WEATHER;обильные дожди;BAD_WEATHER;1.0
CLASS:WEATHER;обильные снегопады;BAD_WEATHER;1.0
CLASS:WEATHER;обильный снегопад;BAD_WEATHER;1.0
CLASS:WEATHER;облако;GOOD_WEATHER;1.0
TEZ:REL_TYPE;область/наука;VERTICAL;1.0
CLASS:WEATHER;облачка;GOOD_WEATHER;1.0
CLASS:WEATHER;облачко;BAD_WEATHER;1.0
CLASS:WEATHER;облачная пелена;BAD_WEATHER;1.0
CLASS:WEATHER;облачность;BAD_WEATHER;1.0
CLASS:WEATHER;облачный покров;BAD_WEATHER;1.0
CLASS:WEATHER;облетевшие листья;BAD_WEATHER;1.0
TEZ:REL_TYPE;обложка/книга;PART/WHOLE;0.9333
CLASS:MOVE;обогнать;YES;1.0
TEZ:REL_TYPE;обои/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;обои/помещение;PART/WHOLE;1.0
CLASS:MOVE;обойти;YES;1.0
CLASS:MOVE;оборачиваться;YES;1.0
CLASS:MOVE;обрадоваться;NO;1.0
CLASS:MOVE;обращать;NO;0.697
CLASS:KIN;обращение;NO;1.0
TEZ:REL_TYPE;обстановка/мебель;VERTICAL;0.6875
CLASS:MOVE;обходить;YES;1.0
TEZ:REL_TYPE;общежитие/место;VERTICAL;1.0
TEZ:REL_TYPE;общежитие/помещение;VERTICAL;1.0
CLASS:MOVE;объезжать;YES;1.0
CLASS:MOVE;обыкновение;NO;1.0
CLASS:KIN;обязанность;NO;1.0
CLASS:BT/DISHES/FOOD;овечий сыр;FOOD;1.0
CLASS:BT/DISHES/FOOD;овощи;FOOD;1.0
TEZ:REL_TYPE;овощи/еда;VERTICAL;0.8
TEZ:REL_TYPE;овощи/плод;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;овощное рагу;FOOD;1.0
CLASS:BT/DISHES/FOOD;овощной салат;FOOD;1.0
CLASS:BT/DISHES/FOOD;овощной суп;FOOD;1.0
CLASS:BT/DISHES/FOOD;овсяная каша;FOOD;1.0
CLASS:BT/DISHES/FOOD;овсяная мука;FOOD;1.0
CLASS:BT/DISHES/FOOD;овсяное печенье;FOOD;1.0
CLASS:BT/DISHES/FOOD;овсяные хлопья;FOOD;1.0
TEZ:REL_TYPE;оглавление/книга;PART/WHOLE;0.9286
CLASS:WEATHER;оглушительный гром;BAD_WEATHER;1.0
CLASS:MOVE;оглядеться;NO;1.0
CLASS:MOVE;оглянуться;YES;1.0
CLASS:WEATHER;огненное зарево;GOOD_WEATHER;0.9167
CLASS:WEATHER;огненные столбы;BAD_WEATHER;1.0
CLASS:WEATHER;огромное облако;BAD_WEATHER;0.9667
CLASS:BT/DISHES/FOOD;огурец;FOOD;1.0
TEZ:REL_TYPE;огурец/еда;VERTICAL;1.0
TEZ:REL_TYPE;огурец/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;огуречный рассол;FOOD;1.0
CLASS:BT/DISHES/FOOD;огурцы;FOOD;1.0
CLASS:BT/DISHES/FOOD;огурчики;FOOD;1.0
TEZ:REL_TYPE;одежда/бельё;VERTICAL;1.0
TEZ:REL_TYPE;одежда/блузка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/брюки;VERTICAL;0.9091
TEZ:REL_TYPE;одежда/валенки;VERTICAL;1.0
TEZ:REL_TYPE;одежда/выкройка;PART/WHOLE;0.9091
TEZ:REL_TYPE;одежда/гардероб;PART/WHOLE;0.9091
TEZ:REL_TYPE;одежда/джинсы;VERTICAL;0.9091
TEZ:REL_TYPE;одежда/кепка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/колготки;VERTICAL;0.9286
TEZ:REL_TYPE;одежда/комбинезон;VERTICAL;0.7143
TEZ:REL_TYPE;одежда/костюм;VERTICAL;0.9286
TEZ:REL_TYPE;одежда/кофта;VERTICAL;1.0
TEZ:REL_TYPE;одежда/красота;PART/WHOLE;1.0
TEZ:REL_TYPE;одежда/купальник;VERTICAL;1.0
TEZ:REL_TYPE;одежда/куртка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/лифчик;VERTICAL;1.0
TEZ:REL_TYPE;одежда/майка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/наряд;SYN;0.8571
TEZ:REL_TYPE;одежда/нитки;PART/WHOLE;1.0
TEZ:REL_TYPE;одежда/носки;VERTICAL;1.0
TEZ:REL_TYPE;одежда/носок;VERTICAL;1.0
TEZ:REL_TYPE;одежда/одеяние;SYN;1.0
TEZ:REL_TYPE;одежда/пальто;VERTICAL;1.0
TEZ:REL_TYPE;одежда/перчатки;VERTICAL;1.0
TEZ:REL_TYPE;одежда/платье;VERTICAL;1.0
TEZ:REL_TYPE;одежда/плащ;VERTICAL;1.0
TEZ:REL_TYPE;одежда/размер;PART/WHOLE;0.7143
TEZ:REL_TYPE;одежда/ремень;VERTICAL;1.0
TEZ:REL_TYPE;одежда/рубашка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/сапоги;VERTICAL;0.9091
TEZ:REL_TYPE;одежда/сарафан;VERTICAL;1.0
TEZ:REL_TYPE;одежда/свитер;VERTICAL;1.0
TEZ:REL_TYPE;одежда/смокинг;VERTICAL;1.0
TEZ:REL_TYPE;одежда/ткань;PART/WHOLE;0.9167
TEZ:REL_TYPE;одежда/трусы;VERTICAL;1.0
TEZ:REL_TYPE;одежда/туфли;VERTICAL;0.7059
TEZ:REL_TYPE;одежда/форма;VERTICAL;0.7143
TEZ:REL_TYPE;одежда/футболка;VERTICAL;1.0
TEZ:REL_TYPE;одежда/халат;VERTICAL;1.0
TEZ:REL_TYPE;одежда/шляпа;VERTICAL;1.0
TEZ:REL_TYPE;одежда/шорты;VERTICAL;1.0
TEZ:REL_TYPE;одежда/штаны;VERTICAL;1.0
TEZ:REL_TYPE;одежда/шуба;VERTICAL;1.0
TEZ:REL_TYPE;одежда/юбка;VERTICAL;1.0
TEZ:REL_TYPE;одеяние/одежда;SYN;1.0
CLASS:MOVE;одинокий;NO;1.0
TEZ:REL_TYPE;одиночество/чувство;VERTICAL;1.0
CLASS:MOVE;одиночка;NO;1.0
CLASS:BT/DISHES/FOOD;одноразовая посуда;DISHES;1.0
CLASS:MOVE;оказываться;NO;1.0
CLASS:WEATHER;океанские валы;BAD_WEATHER;1.0
CLASS:WEATHER;океанский бриз;GOOD_WEATHER;1.0
CLASS:WEATHER;океанский простор;GOOD_WEATHER;1.0
CLASS:MOVE;окликать;NO;0.9583
TEZ:REL_TYPE;окно/комната;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;окорок;FOOD;1.0
CLASS:BT/DISHES/FOOD;окорока;FOOD;1.0
TEZ:REL_TYPE;окрестность/место;SYN;0.7143
CLASS:BT/DISHES/FOOD;октябрьский эль;FOOD;1.0
CLASS:WEATHER;октябрьское солнце;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;оладьи;FOOD;1.0
CLASS:BT/DISHES/FOOD;оленина;FOOD;1.0
CLASS:BT/DISHES/FOOD;оловянная кружка;DISHES;1.0
CLASS:BT/DISHES/FOOD;оловянная тарелка;DISHES;1.0
CLASS:BT/DISHES/FOOD;оловянные кружки;DISHES;1.0
CLASS:BT/DISHES/FOOD;оловянные тарелки;DISHES;1.0
TEZ:REL_TYPE;омлет/еда;VERTICAL;1.0
CLASS:MOVE;опаска;NO;1.0
CLASS:MOVE;опасное место;NO;1.0
CLASS:KIN;опекунша;NO;0.7059
CLASS:MOVE;опомниться;NO;1.0
CLASS:MOVE;опрокидываться;YES;0.6875
CLASS:MOVE;опускаться;YES;0.9412
CLASS:BT/DISHES/FOOD;опустевший бокал;DISHES;1.0
CLASS:BT/DISHES/FOOD;опустевший стакан;DISHES;1.0
TEZ:REL_TYPE;опыт/наука;PART/WHOLE;1.0
CLASS:WEATHER;оранжевое зарево;GOOD_WEATHER;1.0
CLASS:WEATHER;оранжевое сияние;GOOD_WEATHER;1.0
CLASS:WEATHER;оранжевое солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;оранжевые блики;GOOD_WEATHER;1.0
TEZ:REL_TYPE;организатор/профессия;VERTICAL;1.0
TEZ:REL_TYPE;организатор/человек;VERTICAL;1.0
TEZ:REL_TYPE;организм/растение;VERTICAL;0.9375
TEZ:REL_TYPE;органы/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;орех;FOOD;1.0
CLASS:BT/DISHES/FOOD;ореховое масло;FOOD;1.0
CLASS:BT/DISHES/FOOD;ореховое печенье;FOOD;1.0
TEZ:REL_TYPE;орешник/дерево;VERTICAL;1.0
TEZ:REL_TYPE;орешник/куст;VERTICAL;1.0
TEZ:REL_TYPE;орешник/плод;PART/WHOLE;0.6875
TEZ:REL_TYPE;орешник/растение;VERTICAL;1.0
CLASS:MOVE;ориентироваться;NO;1.0
TEZ:REL_TYPE;орёл/птица;VERTICAL;1.0
CLASS:WEATHER;освежающая прохлада;GOOD_WEATHER;1.0
CLASS:WEATHER;освежающий ветерок;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;освежающий напиток;FOOD;1.0
TEZ:REL_TYPE;освещение/помещение;PART/WHOLE;1.0
CLASS:MOVE;освоиться;NO;1.0
CLASS:WEATHER;осеннее небо;BAD_WEATHER;1.0
CLASS:WEATHER;осеннее солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;осеннее солнышко;GOOD_WEATHER;1.0
CLASS:WEATHER;осеннее утро;TIME_OF_DAY;0.6957
CLASS:WEATHER;осенние ветры;BAD_WEATHER;1.0
CLASS:WEATHER;осенние дожди;BAD_WEATHER;1.0
CLASS:WEATHER;осенние сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;осенний ветер;BAD_WEATHER;1.0
CLASS:WEATHER;осенний воздух;GOOD_WEATHER;1.0
CLASS:WEATHER;осенний день;BAD_WEATHER;0.9167
CLASS:WEATHER;осенний дождик;BAD_WEATHER;1.0
CLASS:WEATHER;осенний дождь;BAD_WEATHER;0.9701
CLASS:WEATHER;осенняя непогода;BAD_WEATHER;0.9091
CLASS:WEATHER;осенняя ночь;TIME_OF_DAY;0.9231
CLASS:WEATHER;осенняя погода;BAD_WEATHER;1.0
CLASS:WEATHER;осень;BAD_WEATHER;0.9231
TEZ:REL_TYPE;осина/дерево;VERTICAL;1.0
TEZ:REL_TYPE;осина/растение;VERTICAL;1.0
CLASS:WEATHER;ослепительное солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;ослепительные лучи;GOOD_WEATHER;1.0
CLASS:WEATHER;ослепительные молнии;BAD_WEATHER;1.0
CLASS:MOVE;оставаться;NO;1.0
CLASS:MOVE;оставлять;NO;1.0
CLASS:MOVE;останавливать;YES;1.0
CLASS:MOVE;останавливаться;YES;0.7083
CLASS:MOVE;остановка;NO;0.9565
TEZ:REL_TYPE;остановка/место;VERTICAL;1.0
CLASS:MOVE;остаться;NO;0.9545
CLASS:MOVE;осторожничать;NO;0.6818
CLASS:BT/DISHES/FOOD;острый перец;FOOD;1.0
CLASS:BT/DISHES/FOOD;острый соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;остывший чай;FOOD;1.0
CLASS:MOVE;отбегать;YES;0.9091
CLASS:BT/DISHES/FOOD;отбивная котлета;FOOD;1.0
CLASS:BT/DISHES/FOOD;отбивные котлеты;FOOD;1.0
CLASS:MOVE;отбиться;YES;1.0
CLASS:MOVE;отважиться;NO;1.0
CLASS:BT/DISHES/FOOD;отвар;FOOD;1.0
CLASS:BT/DISHES/FOOD;отварная картошка;FOOD;1.0
CLASS:BT/DISHES/FOOD;отварная рыба;FOOD;1.0
CLASS:MOVE;отвлекать;YES;1.0
CLASS:MOVE;отвлечься;NO;1.0
CLASS:MOVE;отводить;YES;1.0
TEZ:REL_TYPE;отвёртка/инструмент;VERTICAL;0.9333
CLASS:MOVE;отдаляться;YES;1.0
CLASS:MOVE;отделаться;NO;1.0
CLASS:MOVE;отдуваться;NO;1.0
CLASS:MOVE;отдыхать;NO;1.0
CLASS:KIN;отец;YES;1.0
CLASS:KIN;отеческие чувства;YES;0.7333
CLASS:MOVE;откликнуться;NO;1.0
CLASS:BT/DISHES/FOOD;открытая бутылка;DISHES;1.0
CLASS:BT/DISHES/FOOD;откупоренная бутылка;DISHES;0.9429
CLASS:MOVE;отмахиваться;YES;1.0
CLASS:MOVE;отогнать;YES;1.0
CLASS:MOVE;отодвигаться;YES;1.0
CLASS:MOVE;отойти;YES;1.0
CLASS:MOVE;оторваться;YES;1.0
CLASS:MOVE;отпускать;YES;1.0
CLASS:KIN;отрада;NO;0.9412
CLASS:MOVE;отрываться;YES;1.0
TEZ:REL_TYPE;отрывок/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;отрывок/текст;PART/WHOLE;0.7333
CLASS:WEATHER;отсветы;GOOD_WEATHER;1.0
CLASS:MOVE;отталкиваться;YES;1.0
CLASS:WEATHER;оттепель;GOOD_WEATHER;1.0
CLASS:MOVE;отходить;YES;1.0
CLASS:MOVE;отцепиться;YES;0.9412
CLASS:KIN;отчим;YES;1.0
TEZ:REL_TYPE;отчим/родственник;VERTICAL;1.0
TEZ:REL_TYPE;отчим/человек;VERTICAL;1.0
TEZ:REL_TYPE;официант/профессия;VERTICAL;1.0
TEZ:REL_TYPE;официант/человек;VERTICAL;0.8333
CLASS:BT/DISHES/FOOD;оцинкованное ведро;DISHES;1.0
TEZ:REL_TYPE;ощущение/чувство;SYN;0.9333
CLASS:MOVE;па;YES;1.0
TEZ:REL_TYPE;павлин/птица;VERTICAL;1.0
CLASS:MOVE;падаль;NO;1.0
CLASS:MOVE;падать;YES;1.0
CLASS:WEATHER;падающие снежинки;GOOD_WEATHER;0.6875
CLASS:WEATHER;падающий снег;BAD_WEATHER;1.0
CLASS:KIN;падчерица;YES;1.0
TEZ:REL_TYPE;палка/куст;PART/WHOLE;0.8333
CLASS:BT/DISHES/FOOD;палочки;DISHES;1.0
CLASS:WEATHER;палые листья;BAD_WEATHER;1.0
TEZ:REL_TYPE;пальма/дерево;VERTICAL;1.0
TEZ:REL_TYPE;пальма/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пальмовое вино;FOOD;1.0
TEZ:REL_TYPE;пальто/одежда;VERTICAL;1.0
TEZ:REL_TYPE;пальцы/человек;PART/WHOLE;1.0
CLASS:WEATHER;палящее солнце;GOOD_WEATHER;1.0
CLASS:WEATHER;палящие лучи;GOOD_WEATHER;1.0
CLASS:WEATHER;палящий жар;BAD_WEATHER;0.9545
CLASS:MOVE;паниковать;NO;1.0
TEZ:REL_TYPE;папа/родственник;VERTICAL;1.0
TEZ:REL_TYPE;папа/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;паприка;FOOD;1.0
CLASS:MOVE;пар;NO;1.0
CLASS:MOVE;пара;NO;0.9412
TEZ:REL_TYPE;параграф/книга;PART/WHOLE;0.9091
TEZ:REL_TYPE;параграф/текст;PART/WHOLE;0.6842
TEZ:REL_TYPE;парень/человек;VERTICAL;1.0
TEZ:REL_TYPE;парикмахер/профессия;VERTICAL;1.0
TEZ:REL_TYPE;парикмахер/человек;VERTICAL;1.0
CLASS:MOVE;парить;YES;1.0
TEZ:REL_TYPE;парк/место;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пармезан;FOOD;1.0
TEZ:REL_TYPE;паровоз/транспорт;VERTICAL;1.0
CLASS:MOVE;парочка;NO;1.0
CLASS:KIN;партия;NO;1.0
CLASS:WEATHER;пасмурная погода;BAD_WEATHER;1.0
CLASS:WEATHER;пасмурное небо;BAD_WEATHER;1.0
CLASS:WEATHER;пасмурное утро;BAD_WEATHER;1.0
CLASS:WEATHER;пасмурные дни;BAD_WEATHER;1.0
CLASS:WEATHER;пасмурный день;BAD_WEATHER;1.0
TEZ:REL_TYPE;пассажир/человек;VERTICAL;1.0
TEZ:REL_TYPE;паста/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;паштет;FOOD;1.0
CLASS:BT/DISHES/FOOD;паюсная икра;FOOD;1.0
TEZ:REL_TYPE;педагог/наука;PART/WHOLE;1.0
TEZ:REL_TYPE;педагог/профессия;VERTICAL;1.0
TEZ:REL_TYPE;педагог/человек;VERTICAL;0.9286
TEZ:REL_TYPE;педаль/транспорт;PART/WHOLE;0.9615
CLASS:WEATHER;пелена;BAD_WEATHER;1.0
TEZ:REL_TYPE;пельмени/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пенистое пиво;FOOD;1.0
CLASS:WEATHER;пенистые волны;GOOD_WEATHER;1.0
CLASS:WEATHER;пенистые гребни;BAD_WEATHER;1.0
CLASS:WEATHER;пенные волны;BAD_WEATHER;1.0
TEZ:REL_TYPE;пень/дерево;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;пенящееся пиво;FOOD;1.0
CLASS:WEATHER;пенящиеся волны;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;пепси-кола;FOOD;1.0
CLASS:MOVE;перебегать;YES;1.0
CLASS:MOVE;перебираться;YES;1.0
CLASS:MOVE;перебрасывать;YES;1.0
CLASS:MOVE;переваливаться;YES;1.0
TEZ:REL_TYPE;перевод/текст;VERTICAL;1.0
CLASS:MOVE;переворачиваться;YES;1.0
CLASS:MOVE;передвигать;YES;1.0
CLASS:MOVE;передвигаться;YES;1.0
CLASS:MOVE;передвижение;YES;1.0
CLASS:MOVE;передохнуть;NO;1.0
CLASS:MOVE;передышка;NO;1.0
TEZ:REL_TYPE;переживание/беспокойство;SYN;0.9231
TEZ:REL_TYPE;переживание/волнение;SYN;0.9231
TEZ:REL_TYPE;переживание/забота;SYN;1.0
TEZ:REL_TYPE;переживание/любовь;VERTICAL;0.9091
TEZ:REL_TYPE;переживание/сочувствие;SYN;0.6842
TEZ:REL_TYPE;переживание/страдание;SYN;0.9333
TEZ:REL_TYPE;переживание/стресс;SYN;1.0
TEZ:REL_TYPE;переживание/тревога;SYN;0.9091
CLASS:MOVE;перекидывать;YES;1.0
CLASS:MOVE;перелезать;YES;1.0
CLASS:MOVE;перелетать;YES;1.0
CLASS:MOVE;перелететь;YES;1.0
CLASS:MOVE;переместиться;YES;1.0
CLASS:MOVE;перемещаться;YES;1.0
CLASS:MOVE;переминаться;YES;1.0
CLASS:BT/DISHES/FOOD;перепелиные яйца;FOOD;1.0
TEZ:REL_TYPE;переплёт/книга;PART/WHOLE;1.0
CLASS:MOVE;перепрыгивать;YES;1.0
CLASS:MOVE;перепрыгнуть;YES;1.0
CLASS:MOVE;пересаживаться;YES;1.0
CLASS:MOVE;перескакивать;YES;1.0
CLASS:MOVE;перескочить;YES;1.0
CLASS:MOVE;переставать;NO;1.0
CLASS:MOVE;переставлять;YES;1.0
CLASS:MOVE;перехватывать;YES;1.0
CLASS:MOVE;переходить;YES;1.0
CLASS:BT/DISHES/FOOD;перец;FOOD;1.0
CLASS:MOVE;перешагивать;YES;1.0
CLASS:WEATHER;перистые облака;GOOD_WEATHER;1.0
CLASS:WEATHER;перистые облачка;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;перловая каша;FOOD;1.0
CLASS:BT/DISHES/FOOD;персики;FOOD;1.0
TEZ:REL_TYPE;перфоратор/инструмент;VERTICAL;1.0
TEZ:REL_TYPE;перчатки/одежда;VERTICAL;1.0
TEZ:REL_TYPE;перья/птица;PART/WHOLE;1.0
TEZ:REL_TYPE;песни/текст;PART/WHOLE;0.9091
TEZ:REL_TYPE;песня/жанр;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;песочное печенье;FOOD;1.0
CLASS:WEATHER;песчаные бури;BAD_WEATHER;1.0
CLASS:WEATHER;песчаные вихри;BAD_WEATHER;1.0
TEZ:REL_TYPE;петух/птица;VERTICAL;1.0
TEZ:REL_TYPE;печаль/чувство;VERTICAL;1.0
TEZ:REL_TYPE;печаль/эмоция;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;печенье;FOOD;1.0
TEZ:REL_TYPE;печенье/еда;VERTICAL;0.9231
CLASS:BT/DISHES/FOOD;печь;BT;1.0
TEZ:REL_TYPE;пешеход/человек;VERTICAL;1.0
TEZ:REL_TYPE;пианино/инструмент;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пивная банка;DISHES;0.9286
CLASS:BT/DISHES/FOOD;пивная бочка;DISHES;1.0
CLASS:BT/DISHES/FOOD;пивная бутылка;DISHES;1.0
CLASS:BT/DISHES/FOOD;пивная пена;FOOD;1.0
CLASS:BT/DISHES/FOOD;пивной бочонок;DISHES;1.0
CLASS:BT/DISHES/FOOD;пивные кружки;DISHES;1.0
CLASS:BT/DISHES/FOOD;пиво;FOOD;1.0
TEZ:REL_TYPE;пиджак/одежда;VERTICAL;0.9091
TEZ:REL_TYPE;пила/инструмент;VERTICAL;1.0
TEZ:REL_TYPE;пингвин/птица;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пирог;FOOD;1.0
TEZ:REL_TYPE;пирог/еда;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;пироги;FOOD;1.0
CLASS:BT/DISHES/FOOD;пирожки;FOOD;1.0
TEZ:REL_TYPE;пирожки/еда;VERTICAL;1.0
TEZ:REL_TYPE;пирожное/еда;VERTICAL;0.8235
CLASS:BT/DISHES/FOOD;пирожные;FOOD;1.0
TEZ:REL_TYPE;писатель/профессия;VERTICAL;0.9167
TEZ:REL_TYPE;пища/еда;SYN;1.0
TEZ:REL_TYPE;пищеварение/процесс;VERTICAL;0.6842
TEZ:REL_TYPE;пищеварение/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;пищевод/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;плавленый сыр;FOOD;1.0
CLASS:BT/DISHES/FOOD;плавленый сырок;FOOD;1.0
TEZ:REL_TYPE;планета/человек;PART/WHOLE;1.0
CLASS:KIN;планы;NO;1.0
CLASS:BT/DISHES/FOOD;пластиковая бутылка;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковая бутылочка;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковая бутыль;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковая упаковка;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковое ведро;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковые контейнеры;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковые стаканчики;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковые стаканы;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковый мешочек;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковый стакан;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластиковый стаканчик;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластмассовое ведро;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластмассовые стаканчики;DISHES;1.0
CLASS:BT/DISHES/FOOD;пластмассовый стаканчик;DISHES;1.0
TEZ:REL_TYPE;платье/одежда;VERTICAL;1.0
TEZ:REL_TYPE;плач/эмоция;VERTICAL;1.0
TEZ:REL_TYPE;плащ/одежда;VERTICAL;1.0
CLASS:KIN;племенная кобыла;NO;1.0
CLASS:KIN;племянник;YES;1.0
TEZ:REL_TYPE;племянник/родственник;VERTICAL;1.0
TEZ:REL_TYPE;племянник/человек;VERTICAL;1.0
CLASS:KIN;племянники;YES;1.0
CLASS:KIN;племянница;YES;1.0
TEZ:REL_TYPE;племянница/родственник;VERTICAL;1.0
TEZ:REL_TYPE;племянница/человек;VERTICAL;1.0
CLASS:MOVE;плестись;YES;1.0
CLASS:BT/DISHES/FOOD;плита;BT;1.0
CLASS:BT/DISHES/FOOD;плитка;BT;1.0
TEZ:REL_TYPE;плов/еда;VERTICAL;1.0
TEZ:REL_TYPE;плод/арбуз;VERTICAL;1.0
TEZ:REL_TYPE;плод/груша;VERTICAL;0.8667
TEZ:REL_TYPE;плод/зародыш;SYN;1.0
TEZ:REL_TYPE;плод/растение;PART/WHOLE;1.0
TEZ:REL_TYPE;плод/семя;PART/WHOLE;1.0
TEZ:REL_TYPE;плод/слива;VERTICAL;1.0
TEZ:REL_TYPE;плод/фрукт;VERTICAL;0.7692
TEZ:REL_TYPE;плод/яблоко;VERTICAL;1.0
TEZ:REL_TYPE;плоды/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;плоды/еда;VERTICAL;1.0
TEZ:REL_TYPE;плоды/куст;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;пломбир;FOOD;1.0
CLASS:BT/DISHES/FOOD;плоская фляжка;DISHES;1.0
TEZ:REL_TYPE;плоскогубцы/инструмент;VERTICAL;0.8261
TEZ:REL_TYPE;плотина/сооружение;VERTICAL;0.9333
CLASS:WEATHER;плотная завеса;BAD_WEATHER;1.0
CLASS:WEATHER;плотная пелена;BAD_WEATHER;0.9583
TEZ:REL_TYPE;плотник/профессия;VERTICAL;1.0
