term;tag;value
исторический;NEUT;0.5263157894736908
характеризоваться;NEUT;0.5263157894736908
вовсю;NEUT;0.5263157894736908
бутылочка;NEUT;0.5263157894736908
авиация;NEUT;0.5263157894736908
секция;NEUT;0.5263157894736908
догадаться;NEUT;0.5263157894736908
доклад;NEUT;0.5263157894736908
тесто;NEUT;0.5263157894736908
бюст;NEUT;0.5263157894736908
выводить;NEUT;0.5263157894736908
выдвигать;NEUT;0.5263157894736908
жать;NEUT;0.5263157894736908
предметная область;NEUT;0.5263157894736908
убеждать;NEUT;0.5263157894736908
железа;NEUT;0.5263157894736908
рассматривать;NEUT;0.5263157894736908
воротник;NEUT;0.5263157894736908
который;NEUT;0.5263157894736908
опубликовать;NEUT;0.5263157894736908
внутренность;NEUT;0.5263157894736908
наливать;NEUT;0.5263157894736908
расстелить;NEUT;0.5263157894736908
действительный;NEUT;0.5263157894736908
нагрудный;NEUT;0.5263157894736908
искра;NEUT;0.5263157894736908
разнорабочая;NEUT;0.5263157894736908
отреагировать;NEUT;0.5263157894736908
свидетельство о рождении;NEUT;0.5263157894736908
крючок;NEUT;0.5263157894736908
череда;NEUT;0.5263157894736908
глотать;NEUT;0.5263157894736908
сделка;NEUT;0.5263157894736908
крой;NEUT;0.5263157894736908
зубр;NEUT;0.5263157894736908
система;NEUT;0.5263157894736908
канапе;NEUT;0.5263157894736908
выполнение;NEUT;0.5263157894736908
дефекация;NEUT;0.5263157894736908
крестьянин;NEUT;0.5263157894736908
перевернуть;NEUT;0.5263157894736908
научно-исследовательский;NEUT;0.5263157894736908
паркет;NEUT;0.5263157894736908
высший;NEUT;0.5263157894736908
космическая скорость;NEUT;0.5263157894736908
берёзовый сок;NEUT;0.5263157894736908
относиться;NEUT;0.5263157894736908
бедро;NEUT;0.5263157894736908
начинающий;NEUT;0.5263157894736908
восьмидесятилетний;NEUT;0.5263157894736908
министр;NEUT;0.5263157894736908
палатка;NEUT;0.5263157894736908
узаконение;NEUT;0.5263157894736908
пузырь;NEUT;0.5263157894736908
бесспорный;NEUT;0.5263157894736908
преемственность;NEUT;0.5263157894736908
имущество;NEUT;0.5263157894736908
принципиально;NEUT;0.5263157894736908
кто-то;NEUT;0.5263157894736908
координата;NEUT;0.5263157894736908
изображать;NEUT;0.5263157894736908
вырост;NEUT;0.5263157894736908
перемещение;NEUT;0.5263157894736908
посмотрим;NEUT;0.5263157894736908
высота;NEUT;0.5263157894736908
наличие;NEUT;0.5263157894736908
каблучок;NEUT;0.5263157894736908
нужно;NEUT;0.5257393209200363
детский лепет;NEUT;0.5194805194805272
прядка;NEUT;0.5194805194805272
избежание;NEUT;0.5194805194805272
транспортная развязка;NEUT;0.5194805194805272
московский князь;NEUT;0.5194805194805272
бандероль;NEUT;0.5194805194805272
главнокомандование;NEUT;0.5194805194805272
трение;NEUT;0.5194805194805272
международная корпорация;NEUT;0.5194805194805272
балерун;NEUT;0.5194805194805272
мелодрама;NEUT;0.5194805194805272
пах;NEUT;0.5194805194805272
медпункт;NEUT;0.5194805194805272
народная;NEUT;0.5194805194805272
скок;NEUT;0.5194805194805272
сосновый бор;NEUT;0.5194805194805272
открытая;NEUT;0.5194805194805272
тиски;NEUT;0.5194805194805272
российская федерация;NEUT;0.5194805194805272
привлекать;NEUT;0.5194805194805272
налоговая декларация;NEUT;0.5194805194805272
рвение;NEUT;0.5194805194805272
привить;NEUT;0.5194805194805272
откат;NEUT;0.5194805194805272
течка;NEUT;0.5194805194805272
с азов;NEUT;0.5194805194805272
овцы;NEUT;0.5194805194805272
проектор;NEUT;0.5194805194805272
сапёр;NEUT;0.5194805194805272
большой человек;NEUT;0.5194805194805272
большой дом;NEUT;0.5194805194805272
намекнуть;NEUT;0.5194805194805272
выплыв;NEUT;0.5194805194805272
нумизмат;NEUT;0.5194805194805272
ной;NEUT;0.5194805194805272
парник;NEUT;0.5194805194805272
германская империя;NEUT;0.5194805194805272
разрабатываться;NEUT;0.5194805194805272
аттестация;NEUT;0.5194805194805272
мировая;NEUT;0.5194805194805272
дрифт;NEUT;0.5194805194805272
олени;NEUT;0.5194805194805272
моющее;NEUT;0.5194805194805272
восшествие;NEUT;0.5194805194805272
древнерусская народность;NEUT;0.5194805194805272
своя;NEUT;0.5194805194805272
советская;NEUT;0.5194805194805272
вояж;NEUT;0.5194805194805272
резвость;NEUT;0.5194805194805272
рационализм;NEUT;0.5194805194805272
обтирание;NEUT;0.5194805194805272
работу;NEUT;0.5194805194805272
вечная философия;NEUT;0.5194805194805272
дорожный патруль;NEUT;0.5194805194805272
выездка;NEUT;0.5194805194805272
нефтеперерабатывающая промышленность;NEUT;0.5194805194805272
геральдический щит;NEUT;0.5194805194805272
прокатный стан;NEUT;0.5194805194805272
зачатие;NEUT;0.5194805194805272
диалектическая логика;NEUT;0.5194805194805272
сдвижная дверь;NEUT;0.5194805194805272
газетка;NEUT;0.5194805194805272
либерализм;NEUT;0.5194805194805272
страстной;NEUT;0.5194805194805272
безмерность;NEUT;0.5194805194805272
зимовье;NEUT;0.5194805194805272
предубеждённый;NEUT;0.5194805194805272
травинка;NEUT;0.5194805194805272
клиентская база;NEUT;0.5194805194805272
конституционное право;NEUT;0.5194805194805272
местная промышленность;NEUT;0.5194805194805272
стоматология;NEUT;0.5194805194805272
отрочество;NEUT;0.5194805194805272
чукотский язык;NEUT;0.5194805194805272
шалунишка;NEUT;0.5194805194805272
шальной;NEUT;0.5194805194805272
робко;NEUT;0.5194805194805272
последний рубеж;NEUT;0.5194805194805272
усмирение;NEUT;0.5194805194805272
популяризация;NEUT;0.5194805194805272
речной транспорт;NEUT;0.5194805194805272
чехол;NEUT;0.5194805194805272
портативный телевизор;NEUT;0.5194805194805272
плотник;NEUT;0.5194805194805272
кредитка;NEUT;0.5194805194805272
чудик;NEUT;0.5194805194805272
ухватить;NEUT;0.5194805194805272
кровный;NEUT;0.5194805194805272
физическая;NEUT;0.5194805194805272
эстрадный;NEUT;0.5194805194805272
качель;NEUT;0.5194805194805272
усилить;NEUT;0.5194805194805272
уполномочить;NEUT;0.5194805194805272
царствующий;NEUT;0.5194805194805272
сербский язык;NEUT;0.5194805194805272
постельное;NEUT;0.5194805194805272
постное масло;NEUT;0.5194805194805272
железнодорожная магистраль;NEUT;0.5194805194805272
крейсер;NEUT;0.5194805194805272
швея;NEUT;0.5194805194805272
плоды;NEUT;0.5194805194805272
уточнять;NEUT;0.5194805194805272
крутое пике;NEUT;0.5194805194805272
хрю;NEUT;0.5194805194805272
червяк;NEUT;0.5194805194805272
шпора;NEUT;0.5194805194805272
фильтрация;NEUT;0.5194805194805272
утренняя;NEUT;0.5194805194805272
последний экзамен;NEUT;0.5194805194805272
косметолог;NEUT;0.5194805194805272
лада;NEUT;0.5194805194805272
отхаркивающее;NEUT;0.5194805194805272
охранение;NEUT;0.5194805194805272
напечатать;NEUT;0.5194805194805272
высокое звание;NEUT;0.5194805194805272
рыночная капитализация;NEUT;0.5194805194805272
заслонка;NEUT;0.5194805194805272
кони;NEUT;0.5194805194805272
застольная;NEUT;0.5194805194805272
бифштекс;NEUT;0.5194805194805272
командующий;NEUT;0.5194805194805272
ловкач;NEUT;0.5194805194805272
бидон;NEUT;0.5194805194805272
стремянка;NEUT;0.5194805194805272
очуметь;NEUT;0.5194805194805272
мизансцена;NEUT;0.5194805194805272
феодализм;NEUT;0.5194805194805272
критическое мышление;NEUT;0.5194805194805272
циркач;NEUT;0.5194805194805272
последний воин;NEUT;0.5194805194805272
рожица;NEUT;0.5194805194805272
пограничная линия;NEUT;0.5194805194805272
фиговый лист;NEUT;0.5194805194805272
постоянная армия;NEUT;0.5194805194805272
хвойный лес;NEUT;0.5194805194805272
полный человек;NEUT;0.5194805194805272
учебное пособие;NEUT;0.5194805194805272
фетиш;NEUT;0.5194805194805272
хоспис;NEUT;0.5194805194805272
пожарная;NEUT;0.5194805194805272
широкая колея;NEUT;0.5194805194805272
костыль;NEUT;0.5194805194805272
поедание;NEUT;0.5194805194805272
эякуляция;NEUT;0.5194805194805272
выделка;NEUT;0.5194805194805272
индивидуализм;NEUT;0.5194805194805272
шифоньер;NEUT;0.5194805194805272
наставать;NEUT;0.5194805194805272
севрский фарфор;NEUT;0.5194805194805272
дегустация;NEUT;0.5194805194805272
аметист;NEUT;0.5194805194805272
иммунный;NEUT;0.5194805194805272
туалетная вода;NEUT;0.5194805194805272
Онегин;NEUT;0.5194805194805272
песец;NEUT;0.5194805194805272
индивидуум;NEUT;0.5194805194805272
сберкнижка;NEUT;0.5194805194805272
секретарь;NEUT;0.5194805194805272
антибиотики;NEUT;0.5194805194805272
социальная психология;NEUT;0.5194805194805272
авиационный завод;NEUT;0.5194805194805272
средненький;NEUT;0.5194805194805272
городишко;NEUT;0.5194805194805272
материализация;NEUT;0.5194805194805272
петушок;NEUT;0.5194805194805272
списание;NEUT;0.5194805194805272
Снегурочка;NEUT;0.5194805194805272
корейская морковь;NEUT;0.5194805194805272
голубок;NEUT;0.5194805194805272
УЗИ;NEUT;0.5194805194805272
итальянское вино;NEUT;0.5194805194805272
практическая философия;NEUT;0.5194805194805272
семейная терапия;NEUT;0.5194805194805272
немецкая культура;NEUT;0.5194805194805272
коринфский ордер;NEUT;0.5194805194805272
неповторимость;NEUT;0.5194805194805272
перемениться;NEUT;0.5194805194805272
девичий;NEUT;0.5194805194805272
семейный капитал;NEUT;0.5194805194805272
альтернативная история;NEUT;0.5194805194805272
прорицание;NEUT;0.5194805194805272
спиннинг;NEUT;0.5194805194805272
арийская раса;NEUT;0.5194805194805272
Казань;NEUT;0.5194805194805272
тропический год;NEUT;0.5194805194805272
национальная автономия;NEUT;0.5194805194805272
независимое расследование;NEUT;0.5194805194805272
румяна;NEUT;0.5194805194805272
неделька;NEUT;0.5194805194805272
абсолютное большинство;NEUT;0.5194805194805272
горсть;NEUT;0.5194805194805272
специальная школа;NEUT;0.5194805194805272
переполнять;NEUT;0.5194805194805272
горнодобывающая промышленность;NEUT;0.5194805194805272
горячее;NEUT;0.5194805194805272
объезд;NEUT;0.5194805194805272
нежданчик;NEUT;0.5194805194805272
денежный капитал;NEUT;0.5194805194805272
декан;NEUT;0.5194805194805272
первоисточник;NEUT;0.5194805194805272
антифашистская коалиция;NEUT;0.5194805194805272
пластиковая карта;NEUT;0.5194805194805272
китайский язык;NEUT;0.5194805194805272
сдержанный;NEUT;0.5194805194805272
справедливая война;NEUT;0.5194805194805272
громада;NEUT;0.5194805194805272
автоматическое письмо;NEUT;0.5194805194805272
невралгия;NEUT;0.5194805194805272
российское законодательство;NEUT;0.5194805194805272
неверие;NEUT;0.5194805194805272
гулянки;NEUT;0.5194805194805272
акционерное общество;NEUT;0.5194805194805272
руководствоваться;NEUT;0.5194805194805272
аскетизм;NEUT;0.5194805194805272
тройственный союз;NEUT;0.5194805194805272
иностранный принц;NEUT;0.5194805194805272
преданье;NEUT;0.5194805194805272
контрольный пакет;NEUT;0.5194805194805272
госпожа;NEUT;0.5194805194805272
расстановка;NEUT;0.5194805194805272
пионерский галстук;NEUT;0.5194805194805272
пилотка;NEUT;0.5194805194805272
радиационная безопасность;NEUT;0.5194805194805272
программный пакет;NEUT;0.5194805194805272
радикал;NEUT;0.5194805194805272
соломенная крыша;NEUT;0.5194805194805272
лапша;NEUT;0.5194805194805272
морской десант;NEUT;0.5194805194805272
служебная инструкция;NEUT;0.5194805194805272
ланиты;NEUT;0.5194805194805272
заговорить;NEUT;0.5194805194805272
субординация;NEUT;0.5194805194805272
выветривание;NEUT;0.5194805194805272
княжение;NEUT;0.5194805194805272
будущее поколение;NEUT;0.5194805194805272
мольба;NEUT;0.5194805194805272
татарский язык;NEUT;0.5194805194805272
темпераментный;NEUT;0.5194805194805272
нагрудный знак;NEUT;0.5194805194805272
монументальность;NEUT;0.5194805194805272
вершок;NEUT;0.5194805194805272
Калашников;NEUT;0.5194805194805272
дудочка;NEUT;0.5194805194805272
волшебная палочка;NEUT;0.5194805194805272
возвращаться;NEUT;0.5194805194805272
сводиться;NEUT;0.5194805194805272
вольноотпущенник;NEUT;0.5194805194805272
вооружить;NEUT;0.5194805194805272
совершать;NEUT;0.5194805194805272
военно-морская авиация;NEUT;0.5194805194805272
ворожея;NEUT;0.5194805194805272
военная стратегия;NEUT;0.5194805194805272
военная психология;NEUT;0.5194805194805272
пыльца;NEUT;0.5194805194805272
пышка;NEUT;0.5194805194805272
придворный;NEUT;0.5194805194805272
зазноба;NEUT;0.5194805194805272
рабочее движение;NEUT;0.5194805194805272
дома;NEUT;0.5194805194805272
свободная охота;NEUT;0.5194805194805272
мухомор;NEUT;0.5194805194805272
правил;NEUT;0.5194805194805272
Ляля;NEUT;0.5194805194805272
реальный мир;NEUT;0.5194805194805272
революционность;NEUT;0.5194805194805272
непосредственный;NEUT;0.5194805194805272
потребительский кооператив;NEUT;0.5194805194805272
Лондон;NEUT;0.5194805194805272
гоночная машина;NEUT;0.5194805194805272
Лера;NEUT;0.5194805194805272
профессорша;NEUT;0.5194805194805272
израильский;NEUT;0.5194805194805272
неукротимый;NEUT;0.5194805194805272
воинственность;NEUT;0.5194805194805272
техническая возможность;NEUT;0.5194805194805272
дорогое удовольствие;NEUT;0.5194805194805272
морозилка;NEUT;0.5194805194805272
вентиляционная шахта;NEUT;0.5194805194805272
велюр;NEUT;0.5194805194805272
за того парня;NEUT;0.5194805194805272
ведёрко;NEUT;0.5194805194805272
оральный секс;NEUT;0.5194805194805272
обольстительный;NEUT;0.5194805194805272
гуси;NEUT;0.5194805194805272
придыхание;NEUT;0.5194805194805272
призванный;NEUT;0.5194805194805272
телешоу;NEUT;0.5194805194805272
валютный контроль;NEUT;0.5194805194805272
жгучий вкус;NEUT;0.5194805194805272
всесоюзный;NEUT;0.5194805194805272
телевидение;NEUT;0.5194805194805272
затаив дыхание;NEUT;0.5174825174825091
сливки общества;NEUT;0.5161290322580726
два сапога пара;NEUT;0.5148833467417454
изумрудный;NEUT;0.5142332415059636
альбом;NEUT;0.5138339920948545
ореол;NEUT;0.5138339920948545
подземный;NEUT;0.5138339920948545
примета;NEUT;0.5138339920948545
приложение;NEUT;0.5138339920948545
абстрактный;NEUT;0.5138339920948545
класть;NEUT;0.5138339920948545
тропинка;NEUT;0.5138339920948545
журналистика;NEUT;0.5138339920948545
элементы;NEUT;0.5138339920948545
эксперимент;NEUT;0.5138339920948545
ложа;NEUT;0.5138339920948545
черенок;NEUT;0.5138339920948545
абориген;NEUT;0.5138339920948545
космический корабль;NEUT;0.5138339920948545
асфальт;NEUT;0.5138339920948545
младший;NEUT;0.5138339920948545
христианство;NEUT;0.5138339920948545
апелляция;NEUT;0.5138339920948545
поведение;NEUT;0.5138339920948545
сообщение;NEUT;0.5138339920948545
атрибутика;NEUT;0.5138339920948545
алгоритм;NEUT;0.5138339920948545
нота;NEUT;0.5138339920948545
румяный;NEUT;0.5138339920948545
что касается;NEUT;0.5138339920948545
постоялый двор;NEUT;0.5138339920948545
рубрика;NEUT;0.5138339920948545
откуда;NEUT;0.5138339920948545
баланс;NEUT;0.5138339920948545
ложь во спасение;NEUT;0.5113636363636364
семинар;NEUT;0.5103668261562909
порыв;NEUT;0.5103668261562909
зрелище;NEUT;0.5103668261562909
техникум;NEUT;0.5103668261562909
как ни в чем не бывало;NEUT;0.5080213903743271
пошёл;NEUT;0.5073995771670182
Швеция;NEUT;0.5073995771670182
сочинять;NEUT;0.5073995771670182
земство;NEUT;0.5073995771670182
дефис;NEUT;0.5050505050505091
синоним;NEUT;0.5050505050505091
кабинет;NEUT;0.5050505050505091
седло;NEUT;0.5050505050505091
хата;NEUT;0.5050505050505091
покраснеть;NEUT;0.5050505050505091
бандана;NEUT;0.5050505050505091
кадет;NEUT;0.5050505050505091
диктант;NEUT;0.5050505050505091
вольность;NEUT;0.5050505050505091
бар;NEUT;0.5050505050505091
задача;NEUT;0.5050505050505091
консервы;NEUT;0.5050505050505091
необходимость;NEUT;0.5050505050505091
переписка;NEUT;0.5050505050505091
замена;NEUT;0.5050505050505091
король;NEUT;0.5050505050505091
приехать;NEUT;0.5050505050505091
появиться;NEUT;0.5050505050505091
такси;NEUT;0.5050505050505091
вата;NEUT;0.5050505050505091
свойство;NEUT;0.5050505050505091
переезд;NEUT;0.5050505050505091
воздушность;NEUT;0.5050505050505091
безмятежный;NEUT;0.503496503496509
радиотехническая разведка;NEUT;0.5015673981191272
Есенин;NEUT;0.5015673981191272
мастерской;NEUT;0.5015673981191272
протянутая рука;NEUT;0.5015673981191272
латы;NEUT;0.5015673981191272
удельный импульс;NEUT;0.5015673981191272
пламенный;NEUT;0.5015673981191272
декабристы;NEUT;0.5015673981191272
сарказм;NEUT;0.5015673981191272
отдача;NEUT;0.5015673981191272
ванька;NEUT;0.5015673981191272
заселение;NEUT;0.5015673981191272
партиец;NEUT;0.5015673981191272
немое кино;NEUT;0.5015673981191272
предрасположенность;NEUT;0.5015673981191272
социалистическое соревнование;NEUT;0.5015673981191272
ссудный капитал;NEUT;0.5015673981191272
храниться;NEUT;0.5015673981191272
почтовая карточка;NEUT;0.5015673981191272
корректность;NEUT;0.5015673981191272
ноябрьская революция;NEUT;0.5015673981191272
зачарованный;NEUT;0.5015673981191272
железный человек;NEUT;0.5015673981191272
дружка;NEUT;0.5015673981191272
полное разоблачение;NEUT;0.5015673981191272
гланды;NEUT;0.5015673981191272
павлиний хвост;NEUT;0.5015673981191272
официальный язык;NEUT;0.5015673981191272
восклицание;NEUT;0.5015673981191272
патрульный катер;NEUT;0.5015673981191272
на сон грядущий;NEUT;0.5015673981191272
немецкий романтизм;NEUT;0.5015673981191272
длинноногий;NEUT;0.5015673981191272
наблюдательность;NEUT;0.5015673981191272
искушённый;NEUT;0.5015673981191272
полевая армия;NEUT;0.5015673981191272
предвыборная агитация;NEUT;0.5015673981191272
сговорчивость;NEUT;0.5015673981191272
сексуальная активность;NEUT;0.5015673981191272
транслироваться;NEUT;0.5015673981191272
тихая жизнь;NEUT;0.5015673981191272
медведица;NEUT;0.5015673981191272
шаловливый;NEUT;0.5015673981191272
спецификация;NEUT;0.5015673981191272
придавать;NEUT;0.5015673981191272
притирание;NEUT;0.5015673981191272
хавчик;NEUT;0.5015673981191272
заводь;NEUT;0.5015673981191272
бюджетный процесс;NEUT;0.5015673981191272
кругосветное плавание;NEUT;0.5015673981191272
дипломатическая неприкосновенность;NEUT;0.5015673981191272
контактный;NEUT;0.5015673981191272
всеведущий;NEUT;0.5015673981191272
рьяный;NEUT;0.5015673981191272
подметала;NEUT;0.5015673981191272
выразиться;NEUT;0.5015673981191272
муляж;NEUT;0.5015673981191272
новьё;NEUT;0.5015673981191272
юлианский календарь;NEUT;0.5015673981191272
времени;NEUT;0.5015673981191272
христианская символика;NEUT;0.5015673981191272
начертание;NEUT;0.5015673981191272
броский;NEUT;0.5015673981191272
посредничество;NEUT;0.5015673981191272
американский язык;NEUT;0.5015673981191272
концептуальный;NEUT;0.5015673981191272
лекции;NEUT;0.5015673981191272
военная операция;NEUT;0.5015673981191272
красное знамя;NEUT;0.5015673981191272
запланировать;NEUT;0.5015673981191272
пион;NEUT;0.5015673981191272
последний рейд;NEUT;0.5015673981191272
простодушие;NEUT;0.5015673981191272
настойка;NEUT;0.5015673981191272
приписной;NEUT;0.5015673981191272
Печкин;NEUT;0.5015673981191272
нижнее;NEUT;0.5015673981191272
онтология;NEUT;0.5015673981191272
белый дом;NEUT;0.5015673981191272
вблизи;NEUT;0.5015673981191272
шу;NEUT;0.5015673981191272
пигмей;NEUT;0.5015673981191272
широкогрудый;NEUT;0.5015673981191272
терпеть;NEUT;0.5015673981191272
химическая энергия;NEUT;0.5015673981191272
председательствующий;NEUT;0.5015673981191272
командование;NEUT;0.5015673981191272
российское дворянство;NEUT;0.5015673981191272
красная ленточка;NEUT;0.5015673981191272
слобода;NEUT;0.5015673981191272
долгосрочный;NEUT;0.5015673981191272
преткновение;NEUT;0.5015673981191272
отвал;NEUT;0.5015673981191272
язык проглотил;NEUT;0.5015673981191272
лаконичный;NEUT;0.5015673981191272
всплыть;NEUT;0.5015673981191272
правовой статус;NEUT;0.5015673981191272
гены;NEUT;0.5015673981191272
утреня;NEUT;0.5015673981191272
российский капитал;NEUT;0.5015673981191272
фармацевтическая промышленность;NEUT;0.5015673981191272
морена;NEUT;0.5015673981191272
жарко;NEUT;0.5015673981191272
дозор;NEUT;0.5015673981191272
усесться;NEUT;0.5015673981191272
церемониал;NEUT;0.5015673981191272
величественность;NEUT;0.5015673981191272
окружность;NEUT;0.5015673981191272
соблазнительница;NEUT;0.5015673981191272
драматический;NEUT;0.5015673981191272
брюшко;NEUT;0.5015673981191272
советская милиция;NEUT;0.5015673981191272
родительный падеж;NEUT;0.5015673981191272
проректор;NEUT;0.5015673981191272
левша;NEUT;0.5015673981191272
общественное питание;NEUT;0.5015673981191272
прополка;NEUT;0.5015673981191272
массовая литература;NEUT;0.5015673981191272
подзарядка;NEUT;0.5015673981191272
набольший;NEUT;0.5015673981191272
вечное возвращение;NEUT;0.5015673981191272
истовый;NEUT;0.5015673981191272
разъяснить;NEUT;0.5015673981191272
голландский язык;NEUT;0.5015673981191272
всезнайка;NEUT;0.5015673981191272
непорочность;NEUT;0.5015673981191272
голубое;NEUT;0.5015673981191272
подбежать;NEUT;0.5015673981191272
инъекция;NEUT;0.5015673981191272
зубья;NEUT;0.5015673981191272
погасить;NEUT;0.5015673981191272
исход;NEUT;0.5015673981191272
владение;NEUT;0.5015673981191272
рюш;NEUT;0.5015673981191272
луны;NEUT;0.5015673981191272
космиеский корабль;NEUT;0.5015673981191272
невидимый мир;NEUT;0.5015673981191272
эмоционировать;NEUT;0.5015673981191272
патриархия;NEUT;0.5015673981191272
Америка;NEUT;0.5015673981191272
томатное пюре;NEUT;0.5015673981191272
прораб;NEUT;0.5015673981191272
предотвратить;NEUT;0.5015673981191272
необитаемый остров;NEUT;0.5015673981191272
тромбоциты;NEUT;0.5015673981191272
классовое сознание;NEUT;0.5015673981191272
настроение;NEUT;0.4991087344028545
дышать;NEUT;0.4985337243401817
пространство;NEUT;0.4985337243401817
аудит;NEUT;0.4985337243401817
старинный;NEUT;0.4985337243401817
лицо;NEUT;0.4985337243401817
перст;NEUT;0.4985337243401817
каюта;NEUT;0.4958677685950363
люстра;NEUT;0.4958677685950363
догма;NEUT;0.4958677685950363
кататься;NEUT;0.4930662557781272
деревянный;NEUT;0.4895104895104909
без дураков;NEUT;0.4878048780487818
эзопов язык;NEUT;0.4862579281183999
вступать;NEUT;0.4848484848484909
управляемость;NEUT;0.4848484848484909
шутиха;NEUT;0.4848484848484909
парирование;NEUT;0.4848484848484909
киностудия;NEUT;0.4848484848484909
капитан-лейтенант;NEUT;0.4848484848484909
военнообязанная;NEUT;0.4848484848484909
продольный;NEUT;0.4848484848484909
преклонение;NEUT;0.4848484848484909
франтоватый;NEUT;0.4848484848484909
приходская школа;NEUT;0.4848484848484909
сращение;NEUT;0.4848484848484909
выдумывать;NEUT;0.4848484848484909
анонимка;NEUT;0.4848484848484909
бегом;NEUT;0.4848484848484909
античность;NEUT;0.4848484848484909
парусный спорт;NEUT;0.4848484848484909
законодательство;NEUT;0.4848484848484909
нога;NEUT;0.4848484848484909
наклеить;NEUT;0.4848484848484909
должностной;NEUT;0.4848484848484909
практическая магия;NEUT;0.4848484848484909
хитрость;NEUT;0.4848484848484909
учитывать;NEUT;0.4848484848484909
проверка;NEUT;0.4848484848484909
алфавитный порядок;NEUT;0.4848484848484909
интроверт;NEUT;0.4848484848484909
выявить;NEUT;0.4848484848484909
режиссура;NEUT;0.4848484848484909
жалость;NEUT;0.4848484848484909
устная история;NEUT;0.4848484848484909
развязывание;NEUT;0.4848484848484909
школьный;NEUT;0.4848484848484909
восьмиконечная звезда;NEUT;0.4848484848484909
старое;NEUT;0.4848484848484909
спальный район;NEUT;0.4848484848484909
населённый пункт;NEUT;0.4848484848484909
ментальность;NEUT;0.4848484848484909
седобородый;NEUT;0.4848484848484909
разменивать;NEUT;0.4848484848484909
степень;NEUT;0.4848484848484909
народная воля;NEUT;0.4848484848484909
корректура;NEUT;0.4848484848484909
государственный заказ;NEUT;0.4848484848484909
региональная политика;NEUT;0.4848484848484909
овца;NEUT;0.4848484848484909
борода;NEUT;0.4848484848484909
явление;NEUT;0.4848484848484909
бечёвка;NEUT;0.4848484848484909
капилляр;NEUT;0.4848484848484909
пылать;NEUT;0.4848484848484909
заверить;NEUT;0.4848484848484909
ехать;NEUT;0.4848484848484909
государственная идеология;NEUT;0.4848484848484909
корректор;NEUT;0.4848484848484909
атеист;NEUT;0.4848484848484909
проектирование;NEUT;0.4848484848484909
экспрессивный;NEUT;0.4848484848484909
политический;NEUT;0.4848484848484909
федеральный орган;NEUT;0.4848484848484909
сказать;NEUT;0.4812834224598909
стрекоза;NEUT;0.4793388429752
вывести на чистую воду;NEUT;0.4790419161676727
Арина;NEUT;0.4776579352850545
индивид;NEUT;0.4769001490312909
чёрное золото;NEUT;0.4769001490312909
гжель;NEUT;0.4743083003952546
икра;NEUT;0.4743083003952546
телепередача;NEUT;0.4743083003952546
высказываться;NEUT;0.4743083003952546
свойственный;NEUT;0.4737516005121637
вереница;NEUT;0.4692082111436908
методический;NEUT;0.4692082111436908
финская кампания;NEUT;0.4692082111436908
пассаж;NEUT;0.4692082111436908
очевидец;NEUT;0.4692082111436908
государственный банк;NEUT;0.4692082111436908
социалистический реализм;NEUT;0.4692082111436908
анонс;NEUT;0.4692082111436908
кудри;NEUT;0.4692082111436908
бартер;NEUT;0.4692082111436908
субъективный опыт;NEUT;0.4692082111436908
бакалавр;NEUT;0.4692082111436908
переменный ток;NEUT;0.4692082111436908
телевизионный сигнал;NEUT;0.4692082111436908
красное;NEUT;0.4692082111436908
необъяснимый;NEUT;0.4692082111436908
менять;NEUT;0.4692082111436908
винный;NEUT;0.4692082111436908
полногрудый;NEUT;0.4692082111436908
пух;NEUT;0.4692082111436908
допущение;NEUT;0.4692082111436908
гарнизон;NEUT;0.4692082111436908
задаваться;NEUT;0.4692082111436908
вновь;NEUT;0.4692082111436908
взводный;NEUT;0.4692082111436908
сравнивать;NEUT;0.4692082111436908
временная петля;NEUT;0.4692082111436908
кубик;NEUT;0.4692082111436908
ион;NEUT;0.4692082111436908
телеметрия;NEUT;0.4692082111436908
натягивание;NEUT;0.4692082111436908
по-прежнему;NEUT;0.4692082111436908
осенняя погода;NEUT;0.4692082111436908
завещатель;NEUT;0.4692082111436908
бухта;NEUT;0.4692082111436908
добавок;NEUT;0.4692082111436908
современная драматургия;NEUT;0.4692082111436908
злак;NEUT;0.4692082111436908
горячий;NEUT;0.467055879899909
дует;NEUT;0.4662004662004727
полный;NEUT;0.46421663442940003
насекомое;NEUT;0.46421663442940003
письмо;NEUT;0.46421663442940003
остаться;NEUT;0.46421663442940003
побудка;NEUT;0.46421663442940003
контрастный;NEUT;0.46421663442940003
барин;NEUT;0.46421663442940003
первичный;NEUT;0.46421663442940003
природа свое возьмет;NEUT;0.4609475032010181
дверной молоток;NEUT;0.4545454545454545
искусственное кровообращение;NEUT;0.4545454545454545
пирожок;NEUT;0.4545454545454545
двигаться;NEUT;0.4545454545454545
краснопёрка;NEUT;0.4545454545454545
длинный;NEUT;0.4545454545454545
кузьмич;NEUT;0.4545454545454545
налоговая полиция;NEUT;0.4545454545454545
сонник;NEUT;0.4545454545454545
пилочка;NEUT;0.4545454545454545
плескаться;NEUT;0.4545454545454545
Ленин;NEUT;0.4545454545454545
плечевой пояс;NEUT;0.4545454545454545
динозавры;NEUT;0.4545454545454545
полярная;NEUT;0.4545454545454545
потоотделение;NEUT;0.4545454545454545
королевская кобра;NEUT;0.4545454545454545
Кузя;NEUT;0.4545454545454545
кельтская мифология;NEUT;0.4545454545454545
