CORRECT;MISTAKE;WEIGHT
цветение;цвтение;0.0131
цветение;цветенее;0.006535947712418301
букварь;бкварь;0.25
букварь;буквать;0.0313
букварь;букварик;0.0313
гласные;глассные;0.5
гласные;гласнве;0.1111
литера;литери;0.5
литера;лтера;0.3333
властвовать;влавствовать;0.2683
корона;карона;0.1662
корона;корол;0.0822
корона;грона;0.0769
корона;короь;0.0345
корона;корошина;0.0133
корона;короч;0.008547008547008548
корона;уорона;0.0030120481927710845
корона;куорона;0.0030120481927710845
властитель;властелитель;0.3333
царь;врь;0.5
царь;йарь;0.25
царь;чарь;0.1831
царь;царяъ;0.1667
царь;рыарь;0.1667
царь;щшор;0.1667
царь;црь;0.125
царь;царт;0.125
царь;цврь;0.125
царь;цать;0.1214
царь;цатрь;0.0909
царь;цариа;0.0833
царь;зарь;0.0769
царь;цал;0.0769
царь;цпрь;0.0645
царь;сарь;0.0625
царь;цфрь;0.0556
царь;уарь;0.0491
царь;царб;0.0373
царь;дарь;0.037
царь;ирь;0.0313
царь;цизарь;0.0233
царь;цапь;0.0172
царь;цырь;0.0169
царь;царна;0.0125
царь;цаць;0.0125
гололёд;голольод;0.5
гололёд;гололбд;0.0526
гололёд;голалёт;0.0169
гололёд;гололёт;0.0169
гололёд;голдолёд;0.0169
гололёд;гололёл;0.0169
снеговик;снеговиг;0.1549
снеговик;гнеговик;0.1
снеговик;снеговит;0.0985
снеговик;снеговник;0.0588
снеговик;снеовик;0.0526
снеговик;мнеговик;0.0526
снеговик;снеговие;0.0358
снеговик;сниговик;0.0206
снеговик;снеговык;0.011
пуховик;пуховие;0.1667
пуховик;пухвик;0.1667
пуховик;пухловик;0.0909
праздники;праздние;0.25
праздники;праздики;0.1667
праздники;празники;0.1628
праздники;проздники;0.1111
праздники;празжники;0.0833
праздники;приаздники;0.0556
сугробы;сугоробы;0.3333
сугробы;сугроп;0.2
сугробы;сугрробы;0.0833
сугробы;сугрод;0.0833
сугробы;суграбы;0.0204
сугробы;сугром;0.0204
сугробы;сегробы;0.0204
бело;белвй;0.5
бело;белььё;0.5
бело;белий;0.4167
декабрь;дикабрь;0.3333
декабрь;декаборь;0.125
декабрь;декабарь;0.037
декабрь;декаабрь;0.037
декабрь;декбрь;0.0358
декабрь;деабрь;0.0342
декабрь;декарь;0.0238
декабрь;декакбрь;0.0139
декабрь;девабрь;0.0139
декабрь;декабраз;0.0139
декабрь;декабть;0.0128
декабрь;деккабрь;0.0128
декабрь;декабьрь;0.0128
сани;санта;0.3838
сани;штани;0.375
сани;саноги;0.3333
сани;санка;0.2
сани;санни;0.2
сани;санцы;0.0625
сани;сапони;0.0625
сани;сни;0.0526
сани;санты;0.0526
сани;санри;0.0345
сани;сми;0.0333
снежинки;смежинки;0.2
снежинки;снехинки;0.0833
снежинки;снеинки;0.0488
снежинки;мнежинки;0.0192
снежинки;снежынки;0.0159
снежинки;снижинки;0.006622516556291391
снежинки;снежини;0.006622516556291391
снежинки;снежики;0.006622516556291391
снежинки;снежинкаэ;0.006622516556291391
холода;холот;0.1875
холода;холож;0.1146
холода;холою;0.0625
холода;холол;0.0625
холода;холодко;0.0625
холода;холодн;0.0625
тёмная;тёпая;0.5
тёмная;тамная;0.25
тёплая;тёпая;0.5
тёплая;тёполая;0.2
тёплая;типлая;0.1667
тёплая;тёёплая;0.0588
тёплая;туплая;0.0476
тёплая;тьоплая;0.037
мороз;стороз;0.5
мороз;моз;0.3333
мороз;морот;0.25
мороз;морощз;0.25
мороз;морох;0.0929
мороз;мопроз;0.0772
мороз;мооз;0.0631
мороз;иороз;0.0625
мороз;морз;0.0462
мороз;мароз;0.0392
мороз;морог;0.037
мороз;марос;0.0333
мороз;морроз;0.0294
мороз;моррз;0.0294
мороз;млроз;0.0286
мороз;морлз;0.0208
мороз;момоз;0.0152
мороз;морооооооооооооооооооооооооооооооооооооооооооооооооооооооооз;0.0137
сосульки;сосукьки;0.5
сосульки;сасульки;0.2241
сосульки;сосулки;0.0167
сосульки;смосульки;0.0167
снегирь;снегь;0.5
снегирь;снигирь;0.4167
февраль;вевраль;0.2
февраль;фефраль;0.1667
февраль;февряль;0.0345
февраль;феврвль;0.0263
февраль;февораль;0.0167
февраль;февраь;0.0167
февраль;фераль;0.0154
мандарины;мондарины;0.25
мандарины;мандарини;0.25
мандарины;мандариы;0.0714
сосулька;сосолька;0.5
сосулька;сосучка;0.3333
сосулька;сасулька;0.2095
сосулька;соскулька;0.0714
сугроб;суграб;0.0909
сугроб;сугроп;0.0833
сугроб;сыгроб;0.0294
сугроб;сугрод;0.0294
сугроб;сугром;0.0185
экзамен;щкзамен;0.5
экзамен;екзамин;0.3333
экзамен;экамен;0.25
экзамен;экзаман;0.25
экзамен;экзамин;0.2058
экзамен;эгзамен;0.2034
экзамен;экзамет;0.2
экзамен;экзаммен;0.2
экзамен;экзмен;0.2
экзамен;екзамен;0.1913
экзамен;экзамер;0.1051
экзамен;экзкамен;0.1
экзамен;зкзамен;0.0959
экзамен;игзамен;0.0714
экзамен;икзамен;0.0714
экзамен;экрамен;0.04
стипендия;степендия;0.464
стипендия;степенди;0.2
стипендия;стипендлия;0.125
сессия;фессия;0.3333
сессия;скссия;0.25
сессия;сессеия;0.2
сессия;сесия;0.1967
сессия;ссесия;0.1552
сессия;сэссия;0.125
сессия;сесияя;0.1111
сессия;сесссия;0.1
сессия;ссесиия;0.1
сессия;ссесии;0.0476
сессия;сессиия;0.0423
сессия;сенссия;0.037
сессия;ссысия;0.0238
сессия;сесии;0.0238
препод;препоод;0.3333
препод;прерод;0.25
препод;препад;0.225
препод;припод;0.0714
университет;униветситет;0.3333
университет;универсисет;0.25
университет;унивирсетет;0.1429
университет;универститет;0.1369
университет;универсетет;0.1346
университет;универсситет;0.1339
университет;уневерситет;0.1288
университет;унивеситет;0.0918
университет;уиверситет;0.0733
университет;универстет;0.0728
университет;университит;0.0667
университет;уверситет;0.0625
университет;университнт;0.0625
университет;унверситет;0.0588
университет;универсытет;0.0588
университет;унивирситет;0.0493
университет;уневирситет;0.0456
университет;упиверситет;0.0417
университет;унивнрситет;0.04
университет;уеиверситет;0.037
университет;ениверситет;0.037
университет;универчитет;0.037
университет;униврситет;0.0239
университет;иниверситет;0.0043859649122807015
университет;книверситет;0.0043859649122807015
университет;университеи;0.0043859649122807015
университет;универтитет;0.0043859649122807015
университет;уневирсетет;0.0043859649122807015
деканат;деканаит;0.1667
деканат;деконат;0.1667
металлург;металург;0.1964
крепкий;крепукий;0.5
крепкий;кребкий;0.25
крепкий;крепий;0.1833
крепкий;крепкии;0.1727
крепкий;крепкмй;0.1667
крепкий;тепкий;0.0714
крепкий;крнпкий;0.0714
крепкий;кепкий;0.025
крепкий;крепкик;0.025
ржавчина;ржавшина;0.5
ржавчина;ржаычина;0.3333
ржавчина;ржавщина;0.0769
цинк;цынк;0.3333
цинк;цинов;0.0455
цинк;циновк;0.0455
цинк;цино;0.0455
цинк;цина;0.0455
семена;чемена;0.5
семена;седна;0.5
семена;семено;0.3333
семена;семяна;0.186
семена;семина;0.0714
семена;симена;0.0714
семена;семка;0.0446
посадить;посадть;0.25
посадить;посадится;0.1
посадить;пасадить;0.0909
посадить;псадить;0.0385
космодром;космом;0.3071
космодром;косподром;0.25
космодром;кодром;0.1
космодром;космдром;0.0833
полёт;полд;0.25
полёт;полр;0.1111
полёт;полт;0.0609
полёт;долёт;0.0556
полёт;польот;0.0404
полёт;полйт;0.04
полёт;палёт;0.0288
полёт;прелёт;0.0278
полёт;прилёт;0.0209
полёт;позт;0.0144
полёт;полёёт;0.007194244604316547
полёт;полапт;0.007194244604316547
полёт;палот;0.007194244604316547
пуск;куск;0.5
пуск;пок;0.5
пуск;пусик;0.5
пуск;проуск;0.0769
пуск;поск;0.0714
пуск;мск;0.0152
защищать;защитщать;0.3333
защищать;защищить;0.3056
защищать;защищатся;0.2083
защищать;зашишать;0.1429
защищать;защитать;0.12
защищать;зщищать;0.1111
защищать;защишать;0.1
защищать;зацищать;0.1
защищать;защизать;0.0833
великая;виликая;0.5
великая;велкая;0.25
великая;ведликая;0.125
родинка;родинкпа;0.5
родинка;радинка;0.0357
мгла;мглп;0.27
мгла;мглда;0.2
черно;черний;0.5
черно;черние;0.5
черно;черь;0.5
черно;чернвй;0.25
черно;чесно;0.125
черно;чорно;0.125
тёмный;мёмный;0.25
тёмный;тмный;0.0909
тёмный;тьомный;0.0833
тёмный;тёмый;0.0833
тёмный;тймный;0.0588
тёмный;тьомний;0.0357
глухота;глохота;0.2
глухота;глухоц;0.1429
глухота;глухгота;0.1111
глухота;глушота;0.0909
глухой;глухр;0.5
глухой;глупй;0.5
глухой;глухай;0.1667
глухой;глушой;0.1667
глухой;глухома;0.0833
глухой;глухонь;0.0588
глухой;гоухой;0.0588
глухой;гдухой;0.0588
глухой;глуой;0.0588
глухой;глухий;0.0286
глухой;глухоц;0.0286
глухой;глохой;0.0286
глухой;глюхой;0.025
глухой;глухлой;0.025
глухой;глухзой;0.025
глухо;глухр;0.5
глухо;глушно;0.5
глухо;глуш;0.3056
глухо;глухий;0.2778
глухо;глухрь;0.2
глухо;глухня;0.1786
бесшумно;безшумно;0.3333
задачи;задани;0.5
задание;залание;0.2598
задание;зание;0.2
задание;заданее;0.1979
задание;зарание;0.1667
задание;задане;0.1
задание;замкание;0.1
задание;задарие;0.0833
задание;заданик;0.0625
задание;заданипе;0.0128
задание;заданин;0.0128
раш;ращ;0.25
напиток;нпиток;0.5
напиток;напитор;0.3333
напиток;нариток;0.3333
напиток;написток;0.2692
напиток;напииок;0.1667
напиток;нгапиток;0.1667
напиток;напиок;0.1429
напиток;наиток;0.1429
напиток;напитак;0.1238
напиток;напток;0.1214
напиток;нипиток;0.0588
напиток;напитьк;0.0467
напиток;напитк;0.0409
напиток;напитлок;0.0256
напиток;нопиток;0.0233
напиток;напикток;0.0161
бомба;боьба;0.5
бомба;бомага;0.5
бомба;ботьба;0.3333
бомба;бомбо;0.3167
бомба;бомбв;0.25
бомба;юомба;0.1354
бомба;бома;0.0526
бомба;бомбёж;0.0413
бомба;бамба;0.0382
бомба;бомюа;0.0313
бомба;бомбеж;0.0313
бомба;бомаба;0.0263
бомба;вомба;0.0182
бомба;бомда;0.0182
бомба;ьомба;0.0182
взрывчатка;взривчатка;0.125
взрывчатка;взврывчатка;0.1
взрывчатка;взречатка;0.1
взрывчатка;врывчатка;0.0886
взрывчатка;взрывчаика;0.0714
взрывчатка;взывчатка;0.0714
взорвать;розорвать;0.1
бум;см;0.5
бум;трум;0.5
бум;бам;0.3083
бум;бунк;0.25
бум;буно;0.25
бум;юум;0.1667
террорист;терарист;0.3194
террорист;терорист;0.29
террорист;теририст;0.25
террорист;тероррист;0.125
террорист;террарист;0.0938
террорист;тераррист;0.0833
террорист;террорст;0.0667
террорист;теторист;0.0455
террорист;торорист;0.0455
грохот;гроход;0.3333
грохот;грохочит;0.25
грохот;горохот;0.225
эмоций;емоций;0.193
эмоций;имоций;0.1623
тратил;тротилл;0.3667
пострадавшие;постродавшие;0.5
аэс;тэс;0.8
аэс;гэс;0.55
аэс;грэс;0.5
аэс;фэс;0.3333
аэс;аес;0.3333
аэс;атс;0.2
волейбольный;волейбонный;0.2
волейбольный;волебольный;0.2
развлечение;развлецения;0.5
развлечение;развлеченье;0.3704
развлечение;розвличение;0.3636
развлечение;развление;0.3333
развлечение;развличения;0.2843
развлечение;развечение;0.25
развлечение;развлеченья;0.1977
развлечение;развлесение;0.1607
развлечение;розвлечение;0.1386
развлечение;развличенние;0.1111
развлечение;развличение;0.0727
развлечение;розвлечения;0.0325
развлечение;розвличения;0.0196
волейболист;воллейболист;0.0667
волейболисты;волеболисты;0.3333
подача;предача;0.5
подача;здача;0.3095
подача;подпча;0.0455
деревянные;деревяния;0.5
деревянные;деревяное;0.3214
деревянные;деревяные;0.1891
деревянные;деревеные;0.0556
деревянные;деревьяные;0.0556
деревянные;дервянные;0.0556
железные;зелезные;0.3333
железные;жлезные;0.3333
железные;железые;0.0909
железные;железнные;0.0303
забор;заболр;0.2667
забор;забок;0.25
забор;зобор;0.0338
забор;завор;0.0313
забор;затьор;0.0294
забор;зачсор;0.0208
забор;забр;0.0175
забор;заботр;0.0122
забор;заьор;0.0122
въезд;поъезд;0.5
въезд;вьезд;0.2485
въезд;везд;0.1544
въезд;выъезд;0.0588
въезд;въкзд;0.0588
золотые;золотие;0.25
врата;врота;0.0714
кардиолог;коордиолог;0.3333
кардиолог;кордиолог;0.3214
педиатр;пдиатр;0.5
педиатр;педиатор;0.3038
гинеколог;генеголог;0.3333
гинеколог;гениколог;0.3078
гинеколог;гинеколок;0.25
гинеколог;генеколог;0.2186
гинеколог;гинекоглог;0.2
гинеколог;гиниколог;0.1538
гинеколог;гинеколока;0.1429
гинеколог;гтнеколог;0.1429
гинеколог;кинеколог;0.0769
терапевт;теропефт;0.125
терапевт;тепапевт;0.0455
терапевт;теропевт;0.0323
помогать;посогать;0.3333
помогать;помогавть;0.3333
помогать;помоготь;0.25
помогать;помагать;0.2097
помогать;поогать;0.2
помогать;помогпть;0.04
помогать;помгать;0.0227
помогать;подмогать;0.0227
помогать;момогать;0.0111
помогать;помогаь;0.0111
помогать;помокать;0.0111
стетоскоп;стетескоп;0.25
халат;халад;0.5
халат;залат;0.2685
халат;хлат;0.25
халат;хаоат;0.1979
халат;холат;0.1122
халат;хаат;0.0769
халат;лалат;0.0435
невролог;неврополог;0.3333
греметь;гримит;0.45
греметь;гриметь;0.2
гремит;гриметь;0.3333
гремит;гримит;0.1429
лужи;лужаки;0.5
лужи;люжи;0.25
лужи;лужы;0.1809
лужи;луи;0.1429
грустит;грустеть;0.5
грустит;грустиь;0.5
грустит;грустб;0.5
грустить;груить;0.5
грустить;груститт;0.3333
грустить;грустеть;0.0303
грустить;груститить;0.0303
грустить;грстить;0.0303
грустить;грустиь;0.0303
грустить;груститть;0.0303
грустно;грусно;0.1821
слёзы;слёзф;0.3333
слёзы;сльози;0.2273
слёзы;слузы;0.1726
слёзы;слёж;0.1667
слёзы;слёзи;0.11
слёзы;сльозы;0.0872
слёзы;слёзу;0.037
слёзы;слзы;0.0269
слёзы;слэзы;0.002044989775051125
слёзы;слюзы;0.002044989775051125
слёзы;слкзы;0.002044989775051125
слёзы;сльзы;0.002044989775051125
уныние;унынье;0.287
уныние;уыние;0.25
уныние;унылие;0.2381
уныние;унынее;0.1667
уныние;униные;0.1429
уныние;униние;0.1
грустный;грустныц;0.5
грустный;грусный;0.2261
лежать;лечть;0.5
лежать;лежатб;0.5
лежать;лехать;0.5
лежать;ледать;0.25
лежать;лжать;0.1583
лежать;ляжать;0.1429
лежать;лажать;0.1429
лежать;леть;0.1143
лежать;лежатть;0.1
лежать;лижать;0.0929
лежать;лежати;0.0761
лежать;лежить;0.0734
лежать;дежать;0.0714
лежать;лежаьть;0.0667
лежать;леать;0.0278
лежать;лтать;0.012
раскладушка;расклодушка;0.1833
диваны;дивани;0.5
диваны;дивано;0.5
вечерний;вечерный;0.3333
луны;лунаъ;0.2549
луны;луная;0.0195
луны;луно;0.004878048780487805
луны;лунв;0.004878048780487805
мрак;зак;0.5
мрак;эак;0.3333
мрак;мик;0.3333
мрак;вак;0.2833
мрак;мре;0.1818
мрак;мрт;0.0833
мрак;прак;0.0625
мрак;марак;0.0625
мрак;мраг;0.037
мрак;мраек;0.0217
мрак;мраак;0.0114
мрак;мрач;0.0114
бодрость;бодорость;0.5
бодрость;бодрасть;0.1429
кролик;уролик;0.3333
кролик;кроллик;0.125
кролик;крольк;0.0833
кролик;кролтк;0.0769
кролик;крролик;0.0435
кролик;кролиу;0.037
кролик;полик;0.0196
кролик;кролоик;0.0196
кролик;кромик;0.0196
погоди;погодаэ;0.5
погоди;погади;0.3333
погоди;пагади;0.0833
ферма;ирма;0.5
ферма;фиирма;0.5
ферма;ферб;0.3333
ферма;фема;0.2
ферма;фермва;0.0625
ферма;фермен;0.037
звериный;зверинный;0.4167
звериный;зверийнный;0.3333
стадо;стах;0.5
стадо;сташко;0.5
стадо;судо;0.5
стадо;стро;0.4167
стадо;стодо;0.125
стадо;стадй;0.1
стадо;сьадо;0.0213
стая;стах;0.5
стая;сьтаи;0.3333
стая;зая;0.3333
стая;сая;0.25
штурвал;шрурвал;0.1111
штурвал;шурвал;0.0769
штурвал;шьурвал;0.0769
матрос;мотрос;0.2126
матрос;мадрас;0.1111
матрос;матсрос;0.0667
матрос;маторос;0.037
матрос;матром;0.0345
парус;паус;0.0556
заправлять;запровлять;0.2525
заправлять;запрвлять;0.25
заправлять;заправалять;0.1429
заправлять;заправлчть;0.0833
двуспальная;двуспальня;0.25
сидеть;сиджеть;0.5
сидеть;сидети;0.5
сидеть;сидэть;0.3333
сидеть;сидееть;0.25
сидеть;счидеть;0.25
сидеть;сидщеть;0.2
сидеть;сидель;0.1723
сидеть;сидеь;0.1498
сидеть;сидить;0.1132
сидеть;сидееееееееть;0.1
сидеть;сидть;0.069
сидеть;сидять;0.0556
сидеть;мидеть;0.0294
сидеть;сидтеть;0.0141
сидеть;сидедь;0.0137
сидеть;сидать;0.013
лежак;лежати;0.5
лежак;лижак;0.5
кроватка;кроваточка;0.2
кроватка;краватка;0.1411
кроватка;кроватб;0.0585
кроватка;кроваика;0.0323
простынь;простаь;0.25
простынь;простинь;0.1388
простынь;простонь;0.1358
простынь;простыняя;0.125
простынь;простнь;0.1111
простынь;проствнь;0.0588
простынь;простень;0.0226
простынь;простань;0.0226
простынь;проыстынь;0.008064516129032258
простынь;прастынь;0.008064516129032258
простынь;просынь;0.008064516129032258
простынь;простыно;0.008064516129032258
лифчик;ливчик;0.3477
лифчик;липчик;0.004545454545454545
лифчик;ливчиг;0.004545454545454545
лифчик;лиффчик;0.004545454545454545
лифчик;лифик;0.004545454545454545
лифчик;ливчек;0.004545454545454545
плавки;плаки;0.0556
купать;купаль;0.5
купать;купатись;0.125
купать;купатся;0.1111
парео;порео;0.1667
раздельный;раздельний;0.0667
купальня;кпальня;0.3333
бикини;пикини;0.5
бикини;стикини;0.3333
бикини;бекини;0.0217
писатели;писательё;0.5
писатели;присатели;0.125
художественная;хедожественная;0.25
художественная;художественая;0.25
художественная;художествинная;0.0833
художественная;художествиная;0.0833
художественная;хужожественная;0.0548
художественная;жудожественная;0.0263
поэт;поз;0.5
поэт;птт;0.3333
поэт;поч;0.25
поэт;поы;0.25
поэт;пог;0.25
поэт;ппт;0.25
поэт;пон;0.25
поэт;пкт;0.25
поэт;поо;0.25
поэт;соэт;0.2
поэт;попот;0.1667
поэт;поэиа;0.1111
поэт;поэип;0.1111
поэт;пов;0.1
поэт;поэмв;0.0937
поэт;прт;0.0769
поэт;поэзя;0.0263
поэт;плэт;0.0244
поэт;пэт;0.0228
поэт;поэет;0.0227
поэт;пожэт;0.0213
поэт;позт;0.017
поэт;паит;0.0070921985815602835
поэт;пом;0.003875968992248062
поэт;подет;0.001937984496124031
поэт;полт;0.001937984496124031
поэт;поэа;0.001937984496124031
повести;повестьт;0.3333
писатель;писателль;0.3333
писатель;писатьль;0.1548
писатель;писаьтель;0.1111
писатель;пимсатель;0.1
писатель;песатель;0.0978
писатель;писатьель;0.0833
писатель;писатль;0.08
писатель;писатеь;0.0769
писатель;писатеель;0.0769
писатель;писатнль;0.0731
писатель;пиватель;0.0714
писатель;пмсатель;0.0663
писатель;пиатель;0.0645
писатель;писптель;0.0508
писатель;писотель;0.0476
писатель;мисатель;0.0476
писатель;писатенль;0.0455
писатель;писатеть;0.0455
писатель;писатеоь;0.0435
писатель;пиматель;0.0357
писатель;писатиль;0.0345
писатель;писателб;0.0274
писатель;пистель;0.0233
писатель;пиииисател;0.0179
писатель;писаьель;0.004166666666666667
писатель;рисатель;0.004166666666666667
русская;руская;0.1818
русская;руссая;0.1667
русская;русски;0.1667
русская;руское;0.1667
русская;рксская;0.0913
русская;руусская;0.0909
жеребёнок;жирибёнок;0.3333
жеребёнок;жеребонок;0.0833
верховая;херховая;0.5
копыта;копыты;0.3125
копыта;копытцо;0.1928
копыта;капыто;0.1099
копыта;капыта;0.0816
копыта;коныта;0.0588
копыта;ковта;0.0526
копыта;копято;0.0357
копыта;копита;0.0354
копыта;котыта;0.0278
копыта;клпыта;0.0278
наездник;наезник;0.2405
наездник;наездик;0.1429
наездник;наэздник;0.125
наездник;наезднирк;0.1
наездник;наедник;0.0958
подковы;падковы;0.3333
копыто;копыты;0.35
копыто;капыта;0.3072
копыто;копита;0.3065
копыто;копытцо;0.2
копыто;капыто;0.0588
вожжи;возжи;0.4197
вожжи;вожи;0.0455
гнедая;гнидая;0.2
конюх;еонюх;0.25
ипподром;эподром;0.3995
ипподром;иподром;0.3392
ипподром;импподром;0.1111
ставки;сиавки;0.5
вещь;вещях;0.5
вещь;векщь;0.5
вещь;вег;0.5
вещь;вещши;0.5
вещь;ветощь;0.5
вещь;вешщь;0.5
вещь;вщь;0.3333
вещь;вешчь;0.3333
вещь;выц;0.3333
вещь;вещё;0.3333
вещь;вещт;0.2504
вещь;вещять;0.25
вещь;везь;0.25
вещь;внщь;0.25
вещь;вешь;0.2389
вещь;веи;0.2381
вещь;вещб;0.2051
вещь;веь;0.2005
вещь;вет;0.2
вещь;веш;0.2
вещь;вещзи;0.1667
вещь;вьещ;0.1667
вещь;выщь;0.1667
вещь;вычсш;0.1429
вещь;вущь;0.1429
вещь;весчь;0.101
вещь;веть;0.0909
вещь;вищь;0.0909
вещь;ущь;0.0588
вещь;вещы;0.0313
вещь;ваь;0.0303
вещь;вещка;0.0294
вещь;ыещь;0.0123
изготавливать;изгоавливать;0.5
швея;швевя;0.5
швея;швеня;0.5
швея;швейя;0.5
швея;швейн;0.5
швея;шви;0.2
швея;цве;0.1667
швея;швия;0.1098
швея;шьвея;0.0455
швея;ввея;0.0417
швея;швеная;0.037
швея;швя;0.0345
швея;швейня;0.0286
материя;материа;0.5
материя;стерия;0.2857
материя;маткрия;0.25
материя;мерия;0.2
материя;мастерия;0.1429
материя;мтерия;0.04
прочный;прчный;0.3333
прочный;просный;0.0256
прочный;проный;0.0256
прочный;прочний;0.0256
строительный;стоительный;0.5
строительный;строиельный;0.5
строительный;стрительный;0.1667
строительный;сроительный;0.1429
малое;салое;0.5
малое;маль;0.2
малое;малоэ;0.2
маркс;маус;0.5
маркс;маркис;0.0652
маркс;маркир;0.0172
единомышленники;единомышленики;0.5
общественник;общественнй;0.5
общественник;обществееник;0.5
общественное;общественнй;0.5
общественное;обственное;0.5
общественность;общественость;0.1008
группы;група;0.4048
группы;группаъ;0.175
группы;гркппы;0.0625
слои;сми;0.6667
общий;общный;0.0819
общий;общиа;0.0526
общий;обший;0.0463
общее;обшее;0.1417
общее;оющее;0.0625
общее;орщее;0.0357
коммуникация;комуникация;0.5
коммуникация;каммуникация;0.125
сообщество;сообщесво;0.5
сообщество;собщество;0.25
сообщество;сообщечство;0.1429
сообщество;саобщество;0.0333
цивилизованное;цевилизованное;0.3333
атлантический;антлантический;0.0556
атлантический;отлантический;0.0556
корабли;коробля;0.5
корабли;кобабли;0.5
корабли;каробле;0.5
корабли;корабь;0.5
корабли;карабли;0.2282
корабли;коробли;0.1
корабли;корали;0.0588
мировой;митровой;0.3333
мировой;мировоу;0.1667
индийский;индиский;0.1429
индийский;индийскй;0.0526
индийский;йндийский;0.05
индийский;инлийский;0.0333
угроза;угрозпа;0.5
угроза;угороза;0.25
опасаться;оапасаться;0.5
опасаться;опасатся;0.0961
опасаться;опсаться;0.0217
опасение;опасене;0.5
опасение;опасенме;0.0385
опасение;опасенье;0.0385
вещи;вет;0.5
вещи;вени;0.5
вещи;вешии;0.5
вещи;веь;0.35
вещи;вещши;0.25
вещи;ваи;0.2306
вещи;вщи;0.2194
вещи;вфи;0.2
вещи;вли;0.2
вещи;вечи;0.2
вещи;ыещи;0.1786
вещи;вещка;0.1667
вещи;веи;0.1532
вещи;вещт;0.1429
вещи;вец;0.1429
вещи;вещё;0.1429
вещи;вещьъ;0.125
вещи;вещя;0.1111
вещи;вищи;0.1027
вещи;вещб;0.0478
вещи;вышее;0.0308
вещи;вещями;0.0263
вещи;веещи;0.0196
вещи;вещнй;0.0192
вещи;вещы;0.0192
вещи;весчи;0.0154
вещи;вещьэ;0.0154
вещи;вышие;0.0154
вещи;висшее;0.0154
вещи;высшеее;0.0154
вещи;высшеэ;0.0154
вещи;ващи;0.0141
вещи;веш;0.0141
синхронное;синхроное;0.25
шапочка;шопочка;0.125
нырять;нирять;0.1833
нырять;нрять;0.1417
нырять;нырать;0.1333
нырять;нврять;0.1
нырять;ныпять;0.0833
брасс;брац;0.125
пловчиха;плавчиха;0.4375
утонуть;утонёть;0.5
подъёмный;подьёмный;0.2
подъёмный;подёмный;0.1667
ступень;ступенки;0.2273
ступень;сткпень;0.1099
ступень;спупень;0.0909
ступень;ступель;0.006896551724137931
ступень;сьупень;0.006896551724137931
ступень;ступнь;0.006896551724137931
ступень;чтупень;0.006896551724137931
спуск;сруск;0.1784
спуск;спуук;0.1429
лифт;ливт;0.2051
лифт;мфт;0.1
лифт;дифт;0.0565
лифт;лыфт;0.007692307692307693
лифт;лфт;0.007692307692307693
округа;огруга;0.3333
пустота;истота;0.5
пустота;мустота;0.5
пустота;пустош;0.1361
пустота;пустона;0.125
пустота;пустоэ;0.08
пустота;пусттота;0.0769
пустота;пустата;0.05
пустота;пстота;0.0478
пустота;пустото;0.0222
закрытое;окрытое;0.2
открытое;открвтое;0.3333
открытое;окрытое;0.1429
создание;созвание;0.5
создание;создавание;0.3444
создание;создане;0.2
создание;создование;0.1667
создание;сосдание;0.0374
создание;созедание;0.0222
рожать;рожпть;0.3333
рожать;ражать;0.1548
именины;именини;0.5
именины;имениник;0.3667
именины;иминины;0.3333
именины;именнины;0.2708
именины;именинв;0.0417
поздравление;поздравленья;0.5
поздравление;пздравление;0.5
поздравление;поздравленье;0.2
поздравление;поздровление;0.0958
поздравление;похдравление;0.0286
поздравление;позравление;0.0213
поздравление;позлравление;0.0213
каменное;каменое;0.3333
каменное;камянное;0.3333
биться;бьеться;0.5
биться;зиться;0.3333
биться;бится;0.3333
биться;бьёться;0.25
биться;бёться;0.1429
биться;диться;0.0625
бьётся;бъётся;0.375
бьётся;бьёться;0.2
бьётся;бется;0.1917
бьётся;бится;0.05
золотое;залатое;0.3333
золотое;холотое;0.0295
органы;оргак;0.3333
органы;организ;0.3333
органы;органв;0.3333
органы;оргаз;0.3333
органы;оргоны;0.3167
органы;ораганы;0.25
органы;оргаы;0.1111
органы;органи;0.069
органы;оганы;0.037
любящее;любищии;0.5
разбитое;рабитое;0.3333
разбитое;розбитое;0.25
разбитое;разбитоя;0.0263
аорта;аорти;0.25
аорта;оарта;0.125
аорта;ворта;0.0714
оконное;оконое;0.3333
оконное;окконое;0.1667
хрупкое;хрубкое;0.375
хрупкое;хрупное;0.0833
стеклянное;стекляная;0.3333
стеклянное;стекляные;0.25
стеклянное;стекляное;0.2083
зеркало;зеркалце;0.5
зеркало;серкало;0.5
зеркало;зеркадо;0.25
зеркало;зерколо;0.1681
зеркало;зерккало;0.0769
зеркало;зеркалая;0.05
зеркало;зеркао;0.0455
зеркало;зеркло;0.0331
зеркало;зеркалко;0.0161
зеркало;зркало;0.0161
зеркало;зерукало;0.0139
зеркало;заркало;0.0115
зеркало;зеркалье;0.0115
стёкла;стокло;0.25
стёкла;сткла;0.2
китайская;китайсская;0.1429
кирпичная;керпичная;0.1429
кирпичная;кирпичнкая;0.0909
кирпичи;кирпичь;0.3717
кирпичи;керпиче;0.3333
кирпичи;кирпиц;0.3333
кирпичи;керпичи;0.2083
кирпичи;кирпичныи;0.2
кирпичи;кирпичч;0.1667
кирпичи;кирпичем;0.1429
полка;поупка;0.5
полка;полклм;0.5
